time,SolLith,LitioAndes,LithiumOz
23/03/2017,13629.78268,14713.19983,15449.97363
24/03/2017,13630.11448,14714.87294,15452.4007
25/03/2017,13643.39914,14713.57669,15453.59731
26/03/2017,13646.34819,14726.18748,15463.9325
27/03/2017,13634.83743,14725.91889,15469.91409
28/03/2017,13637.18597,14720.9184,15456.98825
29/03/2017,13645.67288,14723.05713,15457.39433
30/03/2017,13658.89648,14727.93686,15457.90451
31/03/2017,13648.72202,14742.94518,15473.08422
01/04/2017,13646.31999,14737.1318,15465.82892
02/04/2017,13642.56593,14736.1241,15464.88626
03/04/2017,13652.24534,14733.6794,15465.9374
04/04/2017,13650.02336,14737.8127,15475.13841
05/04/2017,13635.08591,14740.30314,15476.75734
06/04/2017,13628.12532,14729.61683,15468.1624
07/04/2017,13637.85796,14722.48544,15458.26617
08/04/2017,13633.88565,14729.307,15467.95914
09/04/2017,13645.96392,14728.39771,15467.99132
10/04/2017,13650.9797,14732.25254,15474.04407
11/04/2017,13660.40067,14735.46253,15476.27306
12/04/2017,13662.98521,14736.63931,15480.55547
13/04/2017,13656.08174,14740.79878,15474.70084
14/04/2017,13653.19307,14734.70177,15473.70425
15/04/2017,13653.11317,14730.53324,15468.33941
16/04/2017,13657.68887,14726.22459,15467.17125
17/04/2017,13655.05366,14725.98984,15473.01088
18/04/2017,13658.37933,14725.84428,15466.95924
19/04/2017,13671.37591,14730.958,15471.63534
20/04/2017,13670.11351,14741.43921,15482.99345
21/04/2017,13687.96713,14740.70245,15481.76961
22/04/2017,13676.45967,14757.2614,15491.12293
23/04/2017,13679.24495,14749.20068,15484.70923
24/04/2017,13671.15638,14751.57706,15486.32584
25/04/2017,13667.38273,14747.59223,15482.73753
26/04/2017,13654.85351,14740.19214,15483.9764
27/04/2017,13637.03998,14729.72288,15474.51313
28/04/2017,13645.15261,14717.36397,15467.81153
29/04/2017,13650.7953,14717.57618,15475.58664
30/04/2017,13635.82574,14720.30058,15468.72726
01/05/2017,13633.78477,14712.51609,15463.36611
02/05/2017,13634.5696,14706.89447,15455.72189
03/05/2017,13637.49798,14710.33587,15450.7259
04/05/2017,13636.77496,14712.90391,15455.26072
05/05/2017,13636.45399,14718.25061,15457.66695
06/05/2017,13633.76857,14715.00466,15452.94539
07/05/2017,13607.88145,14710.54302,15449.40709
08/05/2017,13604.32873,14688.03751,15432.16898
09/05/2017,13601.91716,14682.38088,15432.31896
10/05/2017,13612.2539,14684.06249,15432.60616
11/05/2017,13607.87414,14691.37812,15441.25016
12/05/2017,13590.26007,14679.48758,15437.11729
13/05/2017,13583.34604,14669.74453,15430.77939
14/05/2017,13596.8501,14662.87404,15426.7817
15/05/2017,13591.94457,14670.42552,15437.51524
16/05/2017,13598.2453,14662.9632,15437.32982
17/05/2017,13607.15826,14662.94648,15443.00004
18/05/2017,13612.12133,14669.34339,15448.92266
19/05/2017,13618.43835,14674.10796,15451.46249
20/05/2017,13632.01522,14677.89945,15455.10285
21/05/2017,13632.3724,14687.53247,15463.73654
22/05/2017,13614.83254,14685.71699,15466.88054
23/05/2017,13611.43885,14670.7455,15456.64912
24/05/2017,13615.88148,14661.42136,15453.2068
25/05/2017,13620.47062,14666.8219,15450.9562
26/05/2017,13624.05454,14663.99052,15455.01078
27/05/2017,13634.63616,14663.8714,15458.34259
28/05/2017,13634.55632,14671.43324,15467.02177
29/05/2017,13625.71914,14668.92809,15466.4024
30/05/2017,13606.00369,14662.7318,15463.90307
31/05/2017,13605.04516,14648.43525,15445.80977
01/06/2017,13615.46388,14652.31245,15451.84562
02/06/2017,13625.26485,14663.5048,15455.87656
03/06/2017,13619.20806,14670.26519,15459.15482
04/06/2017,13621.40714,14666.67396,15452.26041
05/06/2017,13621.90674,14667.19517,15450.20062
06/06/2017,13627.91012,14665.57119,15452.68701
07/06/2017,13635.66298,14668.49481,15456.18971
08/06/2017,13644.24133,14668.57387,15459.81371
09/06/2017,13647.59776,14675.7737,15462.06308
10/06/2017,13656.84273,14677.90489,15462.65647
11/06/2017,13668.26155,14688.74837,15471.5223
12/06/2017,13670.95923,14693.37343,15480.36725
13/06/2017,13661.78411,14699.62991,15480.38721
14/06/2017,13650.98125,14697.60556,15476.97246
15/06/2017,13650.40643,14692.80132,15473.15193
16/06/2017,13639.09529,14697.05097,15473.0233
17/06/2017,13624.86541,14694.43476,15465.37887
18/06/2017,13607.22179,14684.98459,15462.04444
19/06/2017,13608.80613,14676.94605,15445.54865
20/06/2017,13615.94612,14674.7614,15443.91318
21/06/2017,13622.21267,14677.81449,15445.92513
22/06/2017,13624.84082,14680.42095,15451.37607
23/06/2017,13617.48424,14682.98111,15455.93951
24/06/2017,13619.49135,14676.64609,15457.32265
25/06/2017,13623.35156,14672.65131,15459.83607
26/06/2017,13625.87843,14673.71157,15462.80733
27/06/2017,13623.31511,14678.06271,15470.87825
28/06/2017,13623.68736,14674.1495,15466.24023
29/06/2017,13627.8418,14674.05819,15471.49437
30/06/2017,13636.0931,14675.92945,15475.14912
01/07/2017,13631.59864,14683.64639,15478.45501
02/07/2017,13638.01344,14681.08112,15479.49993
03/07/2017,13645.69968,14686.08674,15484.08213
04/07/2017,13637.98496,14694.13329,15485.84341
05/07/2017,13619.337,14688.00434,15480.01583
06/07/2017,13634.72089,14676.96149,15470.20536
07/07/2017,13631.77497,14690.40268,15479.74784
08/07/2017,13627.80329,14686.17417,15472.64228
09/07/2017,13618.31257,14686.16479,15467.7647
10/07/2017,13637.88935,14679.3284,15464.10117
11/07/2017,13643.94467,14690.87016,15478.86483
12/07/2017,13646.58999,14693.2388,15481.51596
13/07/2017,13638.08979,14696.79726,15480.49761
14/07/2017,13637.71585,14695.10253,15474.21743
15/07/2017,13635.4625,14700.41116,15473.90154
16/07/2017,13636.31996,14703.98359,15469.01637
17/07/2017,13626.65457,14706.19484,15469.77455
18/07/2017,13617.56351,14705.05179,15464.55879
19/07/2017,13635.68337,14698.504,15458.63812
20/07/2017,13637.9618,14710.86888,15473.92957
21/07/2017,13640.19044,14717.30685,15474.8474
22/07/2017,13631.76471,14716.35059,15479.19548
23/07/2017,13633.15513,14712.69448,15467.97981
24/07/2017,13654.92536,14713.18243,15473.56597
25/07/2017,13656.80097,14729.40573,15490.69152
26/07/2017,13651.12971,14728.1983,15493.74596
27/07/2017,13638.20769,14726.5444,15494.17306
28/07/2017,13641.3417,14716.48822,15484.86633
29/07/2017,13639.96858,14714.84489,15485.99164
30/07/2017,13626.06425,14713.96839,15485.72532
31/07/2017,13619.98237,14707.58101,15481.15262
01/08/2017,13614.95897,14699.28458,15477.66261
02/08/2017,13601.6305,14696.15339,15471.56096
03/08/2017,13609.02735,14686.07196,15458.81568
04/08/2017,13626.88173,14690.99227,15464.10322
05/08/2017,13623.45929,14705.49907,15475.41228
06/08/2017,13627.80341,14704.1635,15472.30046
07/08/2017,13648.57534,14710.19894,15475.20241
08/08/2017,13655.32668,14722.41006,15490.97047
09/08/2017,13655.15843,14728.87841,15493.96695
10/08/2017,13642.74081,14730.58449,15498.46205
11/08/2017,13637.29666,14724.42763,15489.44813
12/08/2017,13639.94145,14717.38484,15489.80879
13/08/2017,13636.62106,14721.14933,15493.11348
14/08/2017,13637.26581,14721.05162,15492.46305
15/08/2017,13631.79522,14725.11781,15496.72451
16/08/2017,13620.81325,14723.95668,15496.56819
17/08/2017,13615.53463,14718.80055,15486.08882
18/08/2017,13611.28112,14717.07337,15481.07262
19/08/2017,13608.49075,14717.72484,15475.48789
20/08/2017,13628.3736,14719.59832,15475.54241
21/08/2017,13622.60204,14730.40163,15486.09462
22/08/2017,13618.58364,14724.58027,15478.89232
23/08/2017,13629.00328,14727.29228,15472.35195
24/08/2017,13638.66197,14729.54828,15476.0965
25/08/2017,13633.11782,14735.21235,15480.84531
26/08/2017,13634.36194,14739.30505,15481.52304
27/08/2017,13632.21311,14737.18256,15480.63457
28/08/2017,13628.53855,14735.76428,15477.24724
29/08/2017,13627.0918,14735.81115,15478.63689
30/08/2017,13645.95649,14736.21938,15474.09683
31/08/2017,13641.43731,14749.80815,15488.59185
01/09/2017,13614.27787,14746.66169,15491.56524
02/09/2017,13617.92365,14734.0528,15477.41345
03/09/2017,13622.93156,14735.48234,15473.78285
04/09/2017,13625.45724,14743.71987,15477.12776
05/09/2017,13628.10997,14743.97605,15478.31182
06/09/2017,13629.82082,14742.47526,15480.77089
07/09/2017,13634.33291,14746.03596,15482.13906
08/09/2017,13625.47633,14747.38459,15484.50138
09/09/2017,13635.86909,14742.36956,15479.38078
10/09/2017,13633.18027,14747.99182,15487.58149
11/09/2017,13636.64691,14745.30739,15485.62094
12/09/2017,13630.70549,14744.81569,15482.99996
13/09/2017,13634.85317,14745.26078,15482.80887
14/09/2017,13630.16273,14749.86579,15484.33914
15/09/2017,13636.06674,14749.162,15482.92302
16/09/2017,13633.90021,14755.60152,15485.28145
17/09/2017,13629.00427,14760.64247,15486.50266
18/09/2017,13620.67091,14764.29594,15486.88911
19/09/2017,13605.39716,14754.66862,15480.33271
20/09/2017,13600.42723,14744.11314,15466.83949
21/09/2017,13594.65356,14745.09619,15462.61788
22/09/2017,13595.58569,14738.18442,15461.5997
23/09/2017,13598.29026,14740.16741,15462.70879
24/09/2017,13607.58373,14743.29608,15463.31283
25/09/2017,13629.0176,14752.41307,15468.09342
26/09/2017,13631.50626,14764.41844,15484.1873
27/09/2017,13626.53381,14764.94745,15489.85257
28/09/2017,13605.05649,14757.95873,15488.07898
29/09/2017,13597.3087,14744.9536,15474.67085
30/09/2017,13602.62764,14741.66548,15471.05851
01/10/2017,13603.65147,14745.69775,15470.44933
02/10/2017,13616.23735,14747.56924,15469.68712
03/10/2017,13616.16001,14754.29913,15475.00718
04/10/2017,13615.44539,14755.29524,15475.4025
05/10/2017,13602.96476,14757.86053,15477.30596
06/10/2017,13599.49139,14750.95334,15472.39767
07/10/2017,13608.47436,14748.75185,15466.79895
08/10/2017,13619.09931,14751.49229,15475.0513
09/10/2017,13630.25121,14761.55759,15482.28037
10/10/2017,13628.52741,14774.32279,15490.00575
11/10/2017,13626.09639,14771.66542,15488.19836
12/10/2017,13628.51392,14767.94828,15491.09376
13/10/2017,13633.43146,14764.41766,15495.25695
14/10/2017,13629.41375,14760.74386,15493.24002
15/10/2017,13635.4809,14754.85662,15491.96196
16/10/2017,13645.18759,14760.7957,15497.76604
17/10/2017,13641.88938,14768.42601,15504.58282
18/10/2017,13642.46073,14766.52596,15502.10769
19/10/2017,13630.69286,14770.34322,15498.80089
20/10/2017,13625.25665,14761.34131,15495.76952
21/10/2017,13628.47364,14756.35005,15494.77442
22/10/2017,13633.41537,14753.33301,15495.39574
23/10/2017,13644.76131,14761.13224,15492.05889
24/10/2017,13630.64527,14769.45149,15492.61654
25/10/2017,13628.90165,14763.62305,15480.74822
26/10/2017,13629.61515,14762.46788,15482.38654
27/10/2017,13631.7909,14764.34288,15482.79185
28/10/2017,13630.03125,14765.94171,15484.73043
29/10/2017,13626.85514,14763.63477,15484.9938
30/10/2017,13615.4624,14760.03319,15479.75515
31/10/2017,13606.81589,14750.81147,15472.05507
01/11/2017,13598.15477,14741.17275,15461.87485
02/11/2017,13583.58275,14738.9954,15456.2607
03/11/2017,13571.23324,14735.73248,15444.1642
04/11/2017,13565.62471,14728.27861,15437.83505
05/11/2017,13546.30405,14724.26627,15430.36286
06/11/2017,13545.12324,14712.4217,15413.35912
07/11/2017,13542.86833,14705.39544,15410.65933
08/11/2017,13553.28181,14702.27829,15407.7357
09/11/2017,13567.84324,14717.02995,15407.20264
10/11/2017,13574.73308,14724.45806,15421.05025
11/11/2017,13575.06644,14730.80197,15424.52102
12/11/2017,13582.26843,14729.64353,15426.33391
13/11/2017,13579.6473,14734.96167,15428.50905
14/11/2017,13576.18554,14729.03692,15425.60882
15/11/2017,13583.47126,14722.99014,15421.2617
16/11/2017,13579.46745,14730.83939,15428.9932
17/11/2017,13582.40966,14730.92603,15425.57022
18/11/2017,13587.00719,14731.72187,15425.75964
19/11/2017,13588.9397,14732.61085,15426.41431
20/11/2017,13585.06319,14730.33494,15428.30259
21/11/2017,13584.95618,14732.51933,15426.58963
22/11/2017,13579.35379,14730.22532,15422.78595
23/11/2017,13575.52374,14725.59246,15420.27698
24/11/2017,13576.81418,14716.96738,15411.47739
25/11/2017,13568.79518,14724.26609,15406.77545
26/11/2017,13562.87556,14718.68526,15398.71715
27/11/2017,13569.74941,14717.62907,15394.11571
28/11/2017,13564.9801,14723.75273,15395.98464
29/11/2017,13568.83575,14720.19254,15392.24918
30/11/2017,13565.37527,14722.0296,15390.93645
01/12/2017,13572.58813,14719.64731,15393.58708
02/12/2017,13579.19702,14723.45658,15399.89815
03/12/2017,13586.09621,14728.57804,15404.19793
04/12/2017,13585.29223,14731.75191,15406.93614
05/12/2017,13597.37361,14738.01413,15404.72228
06/12/2017,13604.75223,14746.0438,15416.58794
07/12/2017,13615.90051,14755.4297,15417.50295
08/12/2017,13614.19157,14766.91956,15423.60016
09/12/2017,13611.8136,14769.2031,15428.1469
10/12/2017,13596.44257,14767.97966,15425.17553
11/12/2017,13604.166,14757.37825,15413.39097
12/12/2017,13619.405,14760.39926,15418.73168
13/12/2017,13624.66707,14767.52622,15419.60828
14/12/2017,13625.00743,14771.56739,15425.42297
15/12/2017,13618.26468,14769.49402,15424.75777
16/12/2017,13615.00007,14760.85698,15419.00493
17/12/2017,13612.14303,14759.12611,15424.60393
18/12/2017,13607.64885,14754.86094,15420.90554
19/12/2017,13598.61889,14752.76873,15422.12488
20/12/2017,13599.85671,14748.10552,15413.74841
21/12/2017,13586.61807,14753.24818,15411.47624
22/12/2017,13572.58893,14742.64068,15407.90332
23/12/2017,13580.36156,14737.06929,15402.79967
24/12/2017,13570.13302,14743.66774,15411.07919
25/12/2017,13558.44316,14735.87226,15397.39531
26/12/2017,13560.59461,14726.55458,15393.88272
27/12/2017,13557.76112,14729.29417,15390.23335
28/12/2017,13571.04881,14728.40557,15389.38976
29/12/2017,13568.97761,14739.94545,15400.18002
30/12/2017,13566.26209,14738.80068,15399.19085
31/12/2017,13574.31099,14735.1424,15399.75569
01/01/2018,13581.83325,14742.91761,15401.8843
02/01/2018,13578.97296,14749.89276,15407.22588
03/01/2018,13575.30186,14754.40151,15409.72032
04/01/2018,13558.12711,14748.48097,15414.30156
05/01/2018,13554.54854,14739.59939,15398.80797
06/01/2018,13540.81986,14741.16028,15398.18489
07/01/2018,13540.47868,14728.57775,15390.9756
08/01/2018,13554.70779,14729.37902,15388.38026
09/01/2018,13555.19501,14733.47231,15393.44566
10/01/2018,13565.75406,14729.41685,15398.15208
11/01/2018,13564.52146,14736.53466,15403.56675
12/01/2018,13563.46438,14734.44374,15403.09411
13/01/2018,13570.4558,14733.02167,15407.01121
14/01/2018,13578.48043,14739.59988,15413.97588
15/01/2018,13589.12252,14744.96493,15419.29837
16/01/2018,13592.41213,14748.78076,15422.68398
17/01/2018,13593.31825,14750.95304,15421.58691
18/01/2018,13591.31313,14752.2294,15415.64409
19/01/2018,13586.14395,14754.19847,15415.41122
20/01/2018,13558.05855,14752.14793,15417.32434
21/01/2018,13547.69256,14734.74197,15402.03463
22/01/2018,13552.58349,14725.71717,15395.4131
23/01/2018,13544.32651,14728.72905,15391.57923
24/01/2018,13538.12778,14721.64948,15390.24698
25/01/2018,13541.15064,14716.85116,15386.17724
26/01/2018,13536.18241,14716.22604,15388.58228
27/01/2018,13533.84253,14713.69993,15386.84266
28/01/2018,13526.834,14708.97075,15385.09499
29/01/2018,13540.2819,14702.64779,15377.11735
30/01/2018,13546.4526,14711.18544,15383.4627
31/01/2018,13556.84422,14712.2557,15387.50544
01/02/2018,13553.86716,14719.51571,15394.20394
02/02/2018,13560.10749,14724.3396,15389.17697
03/02/2018,13563.1473,14724.57436,15394.79134
04/02/2018,13548.44271,14726.56219,15395.56561
05/02/2018,13540.7742,14715.15584,15383.11039
06/02/2018,13542.99201,14709.87039,15378.57292
07/02/2018,13528.68514,14713.14908,15382.85511
08/02/2018,13528.53769,14707.28719,15373.41542
09/02/2018,13530.07851,14705.25326,15371.35535
10/02/2018,13524.707,14708.05576,15366.62402
11/02/2018,13518.8945,14703.80843,15364.3799
12/02/2018,13530.41794,14698.97566,15358.58484
13/02/2018,13541.72778,14703.52595,15367.38398
14/02/2018,13531.24697,14712.62782,15375.6746
15/02/2018,13511.73563,14707.2825,15372.40793
16/02/2018,13522.26193,14695.27289,15360.38295
17/02/2018,13506.78792,14704.81959,15368.03494
18/02/2018,13499.39021,14695.61456,15357.24734
19/02/2018,13492.30206,14691.49893,15350.53867
20/02/2018,13498.57497,14689.14462,15347.91077
21/02/2018,13485.09796,14693.46488,15353.27861
22/02/2018,13486.59549,14679.46435,15340.98068
23/02/2018,13480.87881,14680.66227,15342.3806
24/02/2018,13482.97822,14673.57118,15340.51155
25/02/2018,13482.1203,14673.62745,15341.84474
26/02/2018,13489.4431,14671.50019,15342.9882
27/02/2018,13486.85467,14675.08641,15346.48802
28/02/2018,13479.72948,14673.30824,15337.12267
01/03/2018,13462.76107,14664.2439,15328.05213
02/03/2018,13482.1535,14652.23674,15310.81404
03/03/2018,13497.32631,14668.60534,15324.49202
04/03/2018,13511.81894,14676.04271,15337.84668
05/03/2018,13507.17462,14687.89928,15350.26353
06/03/2018,13505.96593,14686.19987,15348.55452
07/03/2018,13510.44078,14686.25752,15347.65737
08/03/2018,13516.18638,14680.58021,15355.65683
09/03/2018,13515.13634,14685.63799,15360.55487
10/03/2018,13503.8604,14682.54305,15359.66561
11/03/2018,13502.95749,14677.87693,15349.84817
12/03/2018,13501.45603,14678.43207,15346.48523
13/03/2018,13494.18059,14675.01066,15340.81569
14/03/2018,13510.40679,14672.47427,15338.67343
15/03/2018,13511.30956,14684.58582,15348.10283
16/03/2018,13527.00815,14681.07063,15348.4426
17/03/2018,13538.53038,14690.06353,15364.68691
18/03/2018,13547.51559,14699.24338,15371.89756
19/03/2018,13555.67539,14703.70453,15379.20085
20/03/2018,13542.1813,14706.65016,15381.01332
21/03/2018,13544.25368,14696.91378,15371.70602
22/03/2018,13544.85133,14693.64224,15373.89208
23/03/2018,13537.27058,14698.43598,15379.34113
24/03/2018,13536.58251,14689.67065,15369.13724
25/03/2018,13534.17174,14689.08973,15370.82445
26/03/2018,13554.9308,14688.95978,15369.03147
27/03/2018,13560.35905,14707.80194,15389.27973
28/03/2018,13569.61186,14715.42696,15387.22004
29/03/2018,13561.64543,14724.30424,15389.34883
30/03/2018,13562.37423,14719.23246,15378.21575
31/03/2018,13568.11482,14720.53248,15378.91262
01/04/2018,13594.75971,14724.40338,15379.97305
02/04/2018,13580.62389,14746.25614,15397.45046
03/04/2018,13592.81783,14734.33566,15387.9553
04/04/2018,13595.25693,14744.82007,15398.87207
05/04/2018,13593.72114,14741.0721,15397.90598
06/04/2018,13596.45635,14742.02905,15400.36812
07/04/2018,13602.86803,14746.49237,15398.53393
08/04/2018,13614.01613,14753.0302,15403.57821
09/04/2018,13593.85635,14762.8096,15413.09097
10/04/2018,13585.15551,14751.19657,15397.37019
11/04/2018,13585.18851,14746.47968,15399.23257
12/04/2018,13576.09365,14744.40131,15400.59733
13/04/2018,13585.20583,14739.81538,15390.72502
14/04/2018,13589.31042,14750.74405,15394.16319
15/04/2018,13583.94385,14756.67288,15395.25191
16/04/2018,13581.18055,14752.48102,15385.89807
17/04/2018,13581.27249,14753.59589,15383.71289
18/04/2018,13579.4329,14753.22978,15390.50837
19/04/2018,13574.48211,14752.4587,15391.04645
20/04/2018,13569.37428,14749.3004,15389.1542
21/04/2018,13568.69687,14744.22171,15388.03877
22/04/2018,13578.85865,14746.35897,15390.06068
23/04/2018,13576.71792,14752.47796,15396.87558
24/04/2018,13585.06706,14745.56612,15393.53675
25/04/2018,13583.09907,14750.88901,15396.92392
26/04/2018,13590.21411,14750.70628,15394.29809
27/04/2018,13607.10719,14756.05429,15404.14377
28/04/2018,13604.80813,14766.55776,15417.05823
29/04/2018,13607.68189,14763.46548,15413.63581
30/04/2018,13606.72734,14767.23645,15420.9002
01/05/2018,13601.74204,14768.70347,15424.5663
02/05/2018,13598.31887,14765.47438,15418.7967
03/05/2018,13608.4264,14761.76803,15413.81527
04/05/2018,13606.04129,14771.60241,15422.18295
05/05/2018,13603.45777,14772.48391,15422.39442
06/05/2018,13600.22714,14771.33951,15417.3804
07/05/2018,13584.16718,14767.31441,15413.11054
08/05/2018,13583.14784,14761.04287,15398.81099
09/05/2018,13573.23353,14759.30882,15398.61956
10/05/2018,13582.46123,14749.22645,15393.70085
11/05/2018,13578.58727,14757.37478,15396.67112
12/05/2018,13579.63642,14756.77735,15395.94927
13/05/2018,13588.42842,14751.75976,15393.24227
14/05/2018,13577.27336,14758.74139,15400.98761
15/05/2018,13580.16617,14748.40791,15394.6632
16/05/2018,13568.47695,14748.27782,15398.93265
17/05/2018,13564.58339,14736.44554,15389.91149
18/05/2018,13566.9991,14732.97848,15387.93009
19/05/2018,13563.76904,14737.601,15388.65901
20/05/2018,13557.66212,14732.39993,15383.30837
21/05/2018,13545.33653,14730.25296,15374.70605
22/05/2018,13541.87639,14718.67025,15368.83077
23/05/2018,13544.09245,14722.07968,15370.5567
24/05/2018,13555.83492,14724.32019,15369.6753
25/05/2018,13570.58681,14729.84712,15379.18567
26/05/2018,13559.32987,14741.93301,15386.61146
27/05/2018,13557.01672,14737.29194,15377.72637
28/05/2018,13560.62578,14733.36571,15378.19209
29/05/2018,13562.63837,14735.32829,15378.39981
30/05/2018,13534.5049,14735.03528,15375.08378
31/05/2018,13542.66368,14720.51087,15358.78165
01/06/2018,13539.43186,14722.92475,15366.90509
02/06/2018,13528.11587,14715.87776,15362.16037
03/06/2018,13526.91008,14707.03618,15361.67559
04/06/2018,13513.14185,14707.08625,15359.01271
05/06/2018,13499.59262,14695.86701,15348.16508
06/06/2018,13508.082,14687.35541,15339.81242
07/06/2018,13518.62192,14692.64624,15343.99212
08/06/2018,13506.78428,14704.3342,15351.03904
09/06/2018,13507.18755,14699.2246,15338.04226
10/06/2018,13510.86649,14699.07341,15336.39721
11/06/2018,13518.80083,14702.28741,15334.18261
12/06/2018,13521.9468,14709.84683,15340.64922
13/06/2018,13520.40388,14707.06919,15339.74645
14/06/2018,13522.7556,14705.65726,15340.52681
15/06/2018,13532.92716,14705.93486,15338.53981
16/06/2018,13521.24916,14709.97178,15341.49699
17/06/2018,13540.1505,14702.16878,15330.59143
18/06/2018,13532.55411,14710.66295,15337.70551
19/06/2018,13536.6687,14701.4144,15332.82694
20/06/2018,13538.73705,14700.03969,15333.76656
21/06/2018,13544.4287,14703.33942,15330.33544
22/06/2018,13547.85261,14704.18042,15331.8491
23/06/2018,13554.60504,14711.01577,15331.81747
24/06/2018,13544.16361,14718.65727,15337.41578
25/06/2018,13550.44161,14716.22811,15324.67914
26/06/2018,13544.4289,14724.89514,15322.93457
27/06/2018,13531.15111,14720.46112,15320.81095
28/06/2018,13530.29499,14708.99886,15308.15156
29/06/2018,13524.29609,14707.51178,15311.8329
30/06/2018,13524.28679,14702.46831,15307.89486
01/07/2018,13525.03733,14699.21972,15304.32763
02/07/2018,13531.303,14700.07286,15307.47415
03/07/2018,13526.53594,14701.10882,15310.63723
04/07/2018,13529.26249,14693.5919,15304.5115
05/07/2018,13522.78214,14700.91155,15304.09276
06/07/2018,13531.88991,14698.35943,15296.94147
07/07/2018,13522.47722,14705.90291,15299.21402
08/07/2018,13506.33257,14697.07133,15294.06183
09/07/2018,13495.86454,14685.20654,15287.64553
10/07/2018,13494.75814,14677.8707,15278.77209
11/07/2018,13490.28477,14679.46659,15279.03101
12/07/2018,13465.7392,14672.94381,15275.06114
13/07/2018,13469.48751,14655.7288,15258.87995
