time,Congo Cobalt,Auric Cobalt,Northern Cobalt Corporation
16/07/2017,2421.89665,2603.151861,2853.794132
17/07/2017,2423.550976,2605.248402,2856.094068
18/07/2017,2425.441251,2606.519339,2864.78524
19/07/2017,2421.60457,2607.182313,2872.111379
20/07/2017,2429.063357,2603.628038,2866.33691
21/07/2017,2430.848696,2609.611047,2875.251074
22/07/2017,2429.55345,2611.379037,2877.027286
23/07/2017,2425.700402,2610.473871,2875.291547
24/07/2017,2427.983176,2609.091635,2876.166302
25/07/2017,2419.178874,2612.42355,2885.405607
26/07/2017,2421.296699,2607.076775,2884.688295
27/07/2017,2414.871668,2612.377098,2890.57415
28/07/2017,2418.275939,2608.776209,2886.975502
29/07/2017,2418.563871,2615.270525,2884.51717
30/07/2017,2426.420401,2618.328957,2879.377251
31/07/2017,2434.142141,2624.781942,2885.679572
01/08/2017,2440.933771,2630.603238,2894.090455
02/08/2017,2441.798268,2635.770702,2902.940398
03/08/2017,2440.753971,2638.388998,2905.602245
04/08/2017,2443.797338,2640.043661,2906.391361
05/08/2017,2445.514949,2643.394179,2906.658227
06/08/2017,2451.164814,2648.355214,2905.533164
07/08/2017,2456.903782,2652.620375,2911.933248
08/08/2017,2458.190389,2658.310483,2918.858808
09/08/2017,2459.98754,2654.93605,2925.971697
10/08/2017,2459.22665,2656.665249,2921.32972
11/08/2017,2463.470863,2659.132661,2920.453528
12/08/2017,2461.810006,2665.003863,2924.256289
13/08/2017,2464.443278,2659.936478,2926.265435
14/08/2017,2469.502219,2663.041927,2919.867675
15/08/2017,2477.111875,2667.445752,2924.679087
16/08/2017,2474.263121,2671.337962,2935.038826
17/08/2017,2483.167648,2669.56558,2928.762063
18/08/2017,2479.451828,2675.155291,2935.586651
19/08/2017,2480.216028,2672.477971,2931.698527
20/08/2017,2485.642981,2672.670679,2930.973503
21/08/2017,2485.745215,2675.072451,2928.304176
22/08/2017,2492.970439,2672.443614,2925.535231
23/08/2017,2492.131488,2678.779257,2929.977722
24/08/2017,2491.903427,2679.78252,2932.220323
25/08/2017,2498.878836,2679.009854,2922.918775
26/08/2017,2496.023151,2684.589093,2929.195676
27/08/2017,2497.11911,2684.153211,2933.8373
28/08/2017,2497.162274,2687.673378,2933.560924
29/08/2017,2500.462545,2691.412573,2930.865265
30/08/2017,2499.386648,2693.308805,2935.264433
31/08/2017,2509.330424,2693.098603,2932.73512
01/09/2017,2508.869303,2701.200394,2943.883924
02/09/2017,2505.329058,2697.916468,2939.932583
03/09/2017,2512.959213,2695.561395,2933.451467
04/09/2017,2509.670977,2701.500652,2938.103775
05/09/2017,2519.591164,2699.99136,2934.24765
06/09/2017,2521.835053,2703.955745,2941.51683
07/09/2017,2517.455293,2709.75305,2939.952608
08/09/2017,2518.373288,2705.381732,2938.184076
09/09/2017,2514.491152,2709.546198,2945.066404
10/09/2017,2512.155312,2708.121596,2945.66456
11/09/2017,2508.481498,2705.303953,2943.061949
12/09/2017,2509.48548,2702.086602,2937.014858
13/09/2017,2511.46879,2709.051008,2928.430129
14/09/2017,2516.743883,2712.652018,2928.248391
15/09/2017,2518.261408,2716.697852,2932.495024
16/09/2017,2518.828094,2720.576444,2935.679959
17/09/2017,2518.631319,2715.560474,2933.952291
18/09/2017,2521.711806,2710.649173,2943.707177
19/09/2017,2529.326008,2713.984359,2939.119612
20/09/2017,2529.837966,2717.658426,2942.741201
21/09/2017,2533.809642,2713.871549,2946.139988
22/09/2017,2535.365696,2712.772413,2944.003625
23/09/2017,2531.70715,2717.805739,2949.33735
24/09/2017,2529.031857,2717.395228,2950.992094
25/09/2017,2529.830764,2718.402501,2941.996183
26/09/2017,2532.611866,2719.981576,2942.532907
27/09/2017,2536.051919,2723.600312,2945.541564
28/09/2017,2534.753713,2725.463358,2946.84259
29/09/2017,2531.633014,2724.159826,2948.26919
30/09/2017,2537.660183,2721.960896,2951.647526
01/10/2017,2532.686839,2723.855294,2956.086807
02/10/2017,2533.513926,2723.928074,2950.890527
03/10/2017,2541.398378,2725.525932,2958.53667
04/10/2017,2544.910695,2731.982123,2960.699723
05/10/2017,2547.684246,2733.397309,2958.958695
06/10/2017,2547.216943,2735.81043,2960.595515
07/10/2017,2551.236357,2738.765578,2958.806789
08/10/2017,2559.023099,2745.605735,2961.890996
09/10/2017,2560.586007,2750.094364,2967.046713
10/10/2017,2561.772953,2749.540783,2976.800904
11/10/2017,2559.754733,2752.137373,2975.151857
12/10/2017,2564.320051,2751.979025,2974.9064
13/10/2017,2559.699728,2757.784792,2976.609104
14/10/2017,2547.354958,2753.840696,2969.111183
15/10/2017,2549.878116,2742.221538,2959.805026
16/10/2017,2553.320084,2746.615008,2967.066986
17/10/2017,2560.677845,2746.395174,2980.304616
18/10/2017,2556.062383,2750.378859,2984.975079
19/10/2017,2553.226032,2746.643185,2987.698748
20/10/2017,2553.687485,2742.851038,2986.752174
21/10/2017,2562.878227,2743.721542,2987.170098
22/10/2017,2569.17017,2750.177441,2993.311009
23/10/2017,2567.063334,2755.936519,2996.600773
24/10/2017,2566.127777,2754.288787,2996.397224
25/10/2017,2569.933846,2753.535601,2985.462139
26/10/2017,2567.412859,2756.851206,2990.025223
27/10/2017,2561.712237,2753.905492,2990.768159
28/10/2017,2555.870663,2749.015564,2981.444934
29/10/2017,2548.753968,2747.578635,2970.843095
30/10/2017,2552.407731,2739.691807,2973.600964
31/10/2017,2547.917042,2740.198767,2979.68445
01/11/2017,2544.141189,2738.059129,2975.257231
02/11/2017,2541.877835,2737.314817,2973.560668
03/11/2017,2545.74297,2734.013189,2973.029713
04/11/2017,2548.498172,2734.403885,2977.543066
05/11/2017,2535.036838,2731.873027,2979.001442
06/11/2017,2543.20351,2722.307245,2974.360495
07/11/2017,2546.970302,2728.249134,2977.420212
08/11/2017,2540.207531,2731.2507,2974.492224
09/11/2017,2540.952988,2725.285644,2971.571475
10/11/2017,2543.646472,2723.504267,2974.586326
11/11/2017,2547.166228,2720.14803,2973.612732
12/11/2017,2549.479981,2721.834984,2966.195244
13/11/2017,2555.816512,2720.427313,2965.936135
14/11/2017,2555.233611,2725.852706,2976.387834
15/11/2017,2563.913572,2728.702309,2978.02477
16/11/2017,2567.851932,2730.545892,2980.231064
17/11/2017,2564.840354,2733.857594,2980.428226
18/11/2017,2563.156183,2730.807639,2980.12315
19/11/2017,2566.592911,2730.967383,2984.065114
20/11/2017,2568.478559,2732.079459,2986.510703
21/11/2017,2569.22256,2733.186846,2991.386798
22/11/2017,2566.325543,2734.451731,2992.031629
23/11/2017,2569.51179,2735.095758,2994.160976
24/11/2017,2571.547735,2737.930625,3001.262311
25/11/2017,2571.829077,2735.301719,3004.115807
26/11/2017,2571.74764,2734.971856,3009.078631
27/11/2017,2571.687715,2736.680558,3003.524421
28/11/2017,2572.075312,2741.694434,3007.019299
29/11/2017,2577.052404,2739.54249,3009.680207
30/11/2017,2578.505499,2742.846733,3011.672978
01/12/2017,2581.848334,2743.773002,3011.972817
02/12/2017,2581.353114,2749.715763,3007.96181
03/12/2017,2581.549574,2752.798512,3010.814589
04/12/2017,2582.861993,2748.716104,3004.468937
05/12/2017,2584.661809,2750.956269,2998.529582
06/12/2017,2592.78341,2751.937168,3001.437519
07/12/2017,2594.548999,2758.020611,3002.26503
08/12/2017,2600.916044,2760.392258,2998.771411
09/12/2017,2596.852151,2764.097428,3003.929151
10/12/2017,2603.503396,2765.107841,3000.939366
11/12/2017,2600.501036,2770.226216,3001.660862
12/12/2017,2593.337962,2767.195307,3008.588078
13/12/2017,2592.073163,2761.657889,3000.968675
14/12/2017,2590.748877,2763.042333,3005.802627
15/12/2017,2591.690525,2761.980784,3005.659833
16/12/2017,2601.219134,2761.26683,3005.003562
17/12/2017,2600.928076,2770.390793,3018.58399
18/12/2017,2602.078986,2771.871019,3022.298815
19/12/2017,2607.801936,2770.554977,3027.234095
20/12/2017,2615.543189,2778.497454,3040.474289
21/12/2017,2617.180728,2783.728851,3043.38938
22/12/2017,2619.638274,2785.209275,3041.667334
23/12/2017,2620.101162,2788.295986,3044.768314
24/12/2017,2619.548865,2785.837378,3042.349555
25/12/2017,2619.531395,2786.908492,3039.308478
26/12/2017,2618.146642,2786.545765,3038.375024
27/12/2017,2615.349319,2787.215811,3043.067495
28/12/2017,2612.062365,2789.359217,3047.098022
29/12/2017,2611.765279,2787.489809,3046.854189
30/12/2017,2613.953702,2786.913316,3046.098517
31/12/2017,2609.031755,2788.1316,3047.641553
01/01/2018,2611.156719,2785.419472,3046.311709
02/01/2018,2612.994018,2785.178669,3053.928725
03/01/2018,2615.428158,2788.853969,3058.86435
04/01/2018,2619.965257,2791.095352,3062.69973
05/01/2018,2629.033317,2792.154266,3069.91202
06/01/2018,2630.496117,2798.143461,3082.871525
07/01/2018,2637.582369,2799.62685,3072.299965
08/01/2018,2633.695305,2804.62916,3077.265426
09/01/2018,2634.888087,2801.34825,3075.182603
10/01/2018,2637.544234,2804.566654,3077.129474
11/01/2018,2638.269372,2803.658975,3084.655982
12/01/2018,2631.451537,2804.701353,3084.847706
13/01/2018,2629.753716,2804.345557,3077.795698
14/01/2018,2626.266929,2807.32433,3067.910892
15/01/2018,2626.015347,2807.350708,3063.414579
16/01/2018,2630.513908,2806.112868,3056.174963
17/01/2018,2634.555121,2807.490897,3058.268642
18/01/2018,2636.223123,2810.77979,3061.847587
19/01/2018,2635.77803,2815.933124,3062.653498
20/01/2018,2634.692802,2815.487799,3058.390179
21/01/2018,2631.62348,2813.371693,3062.673924
22/01/2018,2638.682105,2807.982134,3051.369655
23/01/2018,2640.258856,2817.928741,3052.408831
24/01/2018,2639.423408,2819.556576,3051.917163
25/01/2018,2639.956413,2819.232482,3055.015943
26/01/2018,2643.030622,2815.615712,3058.384321
27/01/2018,2650.581525,2819.423869,3059.023073
28/01/2018,2648.823129,2824.072856,3066.943933
29/01/2018,2654.066304,2826.093714,3067.611888
30/01/2018,2649.807518,2829.568781,3073.907051
31/01/2018,2648.294751,2825.903399,3073.87501
01/02/2018,2650.306075,2823.813391,3066.849365
02/02/2018,2657.771406,2824.627461,3072.045386
03/02/2018,2656.704461,2828.008197,3074.544032
04/02/2018,2655.544441,2826.182644,3069.275899
05/02/2018,2651.792039,2822.180674,3066.947992
06/02/2018,2651.211527,2823.888761,3060.061576
07/02/2018,2654.181892,2822.730904,3066.226643
08/02/2018,2649.728804,2825.439651,3059.827631
09/02/2018,2650.605622,2824.802027,3057.702642
10/02/2018,2648.248552,2828.113402,3056.966658
11/02/2018,2653.818739,2822.131699,3054.899394
12/02/2018,2650.821324,2823.713836,3055.051678
13/02/2018,2644.92083,2815.616143,3045.262405
14/02/2018,2646.487783,2811.963413,3042.488203
15/02/2018,2648.17405,2811.89108,3051.961483
16/02/2018,2644.025979,2811.3173,3045.91786
17/02/2018,2641.872667,2805.851346,3041.838907
18/02/2018,2641.042966,2806.886238,3044.840402
19/02/2018,2638.511133,2809.495614,3046.161232
20/02/2018,2634.773256,2806.981158,3037.446313
21/02/2018,2631.353755,2807.239861,3032.295043
22/02/2018,2631.11921,2806.354796,3020.612897
23/02/2018,2628.047487,2805.479151,3013.904379
24/02/2018,2625.445676,2802.97819,3017.458231
25/02/2018,2620.027888,2801.954589,3019.343326
26/02/2018,2613.733049,2800.209006,3017.925768
27/02/2018,2612.594858,2791.729794,3007.756621
28/02/2018,2608.906568,2793.252286,3006.458548
01/03/2018,2609.775716,2792.25642,3000.019761
02/03/2018,2605.723676,2789.845329,3003.019226
03/03/2018,2607.244801,2785.456636,2999.506307
04/03/2018,2612.432298,2787.41577,2993.585288
05/03/2018,2611.714262,2789.068126,2992.715387
06/03/2018,2601.344177,2793.009487,2989.347437
07/03/2018,2599.837415,2785.42,2984.078047
08/03/2018,2603.381317,2782.32912,2990.31831
09/03/2018,2608.166678,2787.604964,2993.348239
10/03/2018,2609.884058,2792.053221,3000.549638
11/03/2018,2610.568975,2792.692477,3005.306731
12/03/2018,2616.385411,2791.938265,3012.118668
13/03/2018,2616.566425,2785.141569,3016.314893
14/03/2018,2610.220244,2785.670399,3007.062735
15/03/2018,2611.867904,2782.718352,3007.331113
16/03/2018,2611.358364,2784.786059,3008.891378
17/03/2018,2612.459791,2786.653797,3008.224334
18/03/2018,2609.709626,2784.255358,3015.928036
19/03/2018,2607.93953,2779.928722,3014.624347
20/03/2018,2607.417397,2779.602662,3008.359682
21/03/2018,2605.629882,2780.388924,3008.200039
22/03/2018,2608.913461,2778.486303,3008.703809
23/03/2018,2612.356758,2780.302007,3006.142419
24/03/2018,2609.197631,2784.459562,2999.620336
25/03/2018,2609.979613,2782.129217,2999.266597
26/03/2018,2607.601327,2783.30386,3006.277401
27/03/2018,2599.063708,2782.885213,3001.834445
28/03/2018,2600.297423,2776.43603,3003.095659
29/03/2018,2603.348129,2778.636939,2997.972488
30/03/2018,2604.580599,2780.170673,2999.721595
31/03/2018,2603.717919,2779.980164,2995.564375
01/04/2018,2601.537076,2781.866716,2991.852931
02/04/2018,2597.515451,2777.622092,2981.573616
03/04/2018,2601.957341,2776.805819,2978.738472
04/04/2018,2592.78024,2779.644647,2975.309796
05/04/2018,2586.180173,2768.480432,2964.768053
06/04/2018,2588.178956,2762.230088,2955.454322
07/04/2018,2586.553216,2762.668607,2952.059218
08/04/2018,2582.195226,2763.776867,2957.298015
09/04/2018,2573.522534,2761.513894,2958.893373
10/04/2018,2570.365813,2757.446875,2958.329036
11/04/2018,2566.762837,2752.557606,2953.888979
12/04/2018,2557.892994,2748.69009,2951.908442
13/04/2018,2549.651278,2743.468541,2946.668166
14/04/2018,2547.723336,2741.459276,2939.507435
15/04/2018,2544.327512,2737.633211,2939.904676
16/04/2018,2537.267334,2737.941257,2935.532896
17/04/2018,2530.617617,2734.869202,2936.581925
18/04/2018,2537.603396,2728.735003,2932.371291
19/04/2018,2539.404225,2733.302543,2934.911637
20/04/2018,2541.370715,2731.293597,2929.677904
21/04/2018,2532.977236,2733.453869,2936.144513
22/04/2018,2530.797542,2731.104269,2929.823746
23/04/2018,2525.355717,2728.257384,2925.59276
24/04/2018,2520.033094,2723.162301,2922.079144
25/04/2018,2524.43828,2713.571083,2918.064531
26/04/2018,2523.78133,2713.018521,2916.185055
27/04/2018,2514.64913,2711.670547,2911.952615
28/04/2018,2507.063768,2702.01834,2911.321676
29/04/2018,2504.021242,2699.901848,2907.161407
30/04/2018,2496.500522,2694.762617,2906.275856
01/05/2018,2499.530865,2692.747458,2899.075637
02/05/2018,2500.986576,2688.570332,2898.035531
03/05/2018,2492.169297,2688.280467,2900.034991
04/05/2018,2488.826573,2682.638532,2900.190777
05/05/2018,2481.446975,2680.298934,2900.314362
06/05/2018,2476.235163,2673.686824,2905.264144
07/05/2018,2470.462317,2667.47626,2912.757642
08/05/2018,2471.995341,2656.823086,2907.312629
09/05/2018,2468.882109,2659.675281,2907.786999
10/05/2018,2470.131715,2660.629697,2901.454429
11/05/2018,2468.396745,2661.333798,2891.932763
12/05/2018,2471.807435,2661.729219,2884.250993
13/05/2018,2472.124512,2662.178333,2889.203403
14/05/2018,2472.23888,2659.66783,2893.383126
15/05/2018,2474.202551,2658.767142,2896.13006
16/05/2018,2467.896727,2658.117297,2899.932305
17/05/2018,2465.21193,2647.760853,2891.775217
18/05/2018,2464.024851,2645.988802,2882.542777
19/05/2018,2460.720505,2644.569252,2879.754755
20/05/2018,2466.657768,2641.036834,2877.911188
21/05/2018,2468.614169,2645.255329,2880.61697
22/05/2018,2466.268567,2647.598264,2879.240997
23/05/2018,2466.783573,2645.571464,2876.214779
24/05/2018,2460.237808,2640.279452,2883.379783
25/05/2018,2458.885145,2635.37379,2876.21855
26/05/2018,2456.195777,2634.681115,2871.177758
27/05/2018,2456.215515,2630.624135,2868.733033
28/05/2018,2458.229837,2629.874928,2872.362308
29/05/2018,2455.637157,2626.261572,2872.565378
30/05/2018,2452.384963,2624.269512,2863.515549
31/05/2018,2450.310827,2619.342747,2868.580325
01/06/2018,2450.075963,2618.595451,2868.880996
02/06/2018,2439.872225,2611.724982,2861.619145
03/06/2018,2433.004658,2603.207737,2850.373511
04/06/2018,2430.233279,2594.948531,2849.190183
05/06/2018,2426.075029,2591.2549,2847.574697
06/06/2018,2426.63245,2586.231564,2838.549901
07/06/2018,2430.03453,2583.098152,2842.662771
08/06/2018,2424.941517,2578.69772,2847.547476
09/06/2018,2422.79386,2573.215118,2843.920372
10/06/2018,2414.145875,2568.267556,2840.181908
11/06/2018,2414.680028,2561.728507,2841.774582
12/06/2018,2410.726948,2561.962505,2834.785674
13/06/2018,2410.760511,2558.924048,2832.523061
14/06/2018,2414.120009,2559.675194,2834.075234
15/06/2018,2405.477916,2563.898874,2842.23991
16/06/2018,2409.417216,2556.610089,2833.342212
17/06/2018,2399.933882,2557.635791,2829.778688
18/06/2018,2399.948092,2548.818057,2825.80988
19/06/2018,2397.393657,2549.026127,2826.618497
20/06/2018,2391.455792,2549.051082,2826.665802
21/06/2018,2388.530481,2545.395529,2824.4802
22/06/2018,2391.484407,2542.227193,2824.649222
23/06/2018,2385.086914,2542.31094,2830.197156
24/06/2018,2376.970658,2538.770126,2824.947496
25/06/2018,2372.458051,2531.273015,2816.262455
26/06/2018,2368.483421,2528.034558,2810.059189
27/06/2018,2370.132945,2526.822568,2808.697795
28/06/2018,2372.439784,2526.612356,2810.776223
29/06/2018,2365.512688,2526.707746,2808.326219
30/06/2018,2361.137621,2520.766234,2795.927392
01/07/2018,2364.026001,2515.077955,2793.882636
02/07/2018,2365.744167,2519.875518,2791.000349
03/07/2018,2366.615307,2519.962203,2791.552984
04/07/2018,2370.236255,2519.15679,2794.2126
05/07/2018,2377.296862,2518.314557,2801.952466
06/07/2018,2385.111677,2521.898223,2808.054179
07/07/2018,2394.027847,2527.24293,2813.357
08/07/2018,2390.664067,2533.060242,2817.854757
09/07/2018,2394.752854,2533.800699,2814.129607
10/07/2018,2391.598571,2537.752705,2820.922692
11/07/2018,2398.417465,2539.55323,2825.467114
