,East Metal Co.,Sakura Steelworks,Black Forest Steel Co.
2026-08-12,721.0694807411747,824.1251149330169,840.6739471061381
2026-08-13,720.8409373424687,823.8797650117702,841.0737173245865
2026-08-14,720.7669704385809,823.4961603953701,840.9543000262828
2026-08-15,720.9291641655606,823.2839546368599,839.8010001140032
2026-08-16,720.4996027927606,823.2046339061711,839.8321160882521
2026-08-17,720.2945474437414,822.7646557134931,839.1995597774433
2026-08-18,720.3050206136594,822.4611577554502,839.5122661035426
2026-08-19,720.5417811614001,822.301998196636,840.4243670050679
2026-08-20,720.3186854134027,822.2426785782441,839.7910406131966
2026-08-21,720.0294499323381,821.8864076947955,839.3750964222767
2026-08-22,720.0382461929256,821.5054635614526,840.1480039930999
2026-08-23,720.0401032933491,821.308727539256,840.0049076791407
2026-08-24,720.0888638923618,821.1508212283567,840.098987676625
2026-08-25,719.7994449403187,821.0045337648304,839.6492835563439
2026-08-26,719.6613045992897,820.6468758090396,840.2697257669053
2026-08-27,719.5792463179249,820.346610865759,841.2234784826927
2026-08-28,719.600422744459,820.0902674744974,841.1343000942625
2026-08-29,719.716790366916,819.8826520589483,841.2817765074785
2026-08-30,719.6403375310551,819.7561303927603,841.4782890788812
2026-08-31,719.1139248464006,819.5284555087305,840.8086364120098
2026-09-01,719.2524877361068,819.014433897436,840.0334732269711
2026-09-02,719.0562766100621,818.9015432744623,840.2689357430023
2026-09-03,718.8427424457402,818.5867901824749,839.6235911276152
2026-09-04,718.6392872531496,818.2615155721794,838.0091508361322
2026-09-05,718.5144332648911,817.963544062933,838.412784049061
2026-09-06,718.3395635089622,817.6293683310324,837.1166060167203
2026-09-07,717.7980913177211,817.3454155287573,837.5947601327674
2026-09-08,717.5304163809406,816.8169373961192,837.3103169034295
2026-09-09,717.549343190037,816.4303076690582,836.9976412276517
2026-09-10,717.5258654291094,816.1875716671179,836.8351098021794
2026-09-11,717.4059059982633,815.9791728247137,837.0874232683622
2026-09-12,717.1450115530236,815.6958648002698,837.4322115957103
2026-09-13,717.0398624421001,815.2764291114826,837.4107510915736
2026-09-14,717.1720270460086,815.0304988468956,836.1121296412558
2026-09-15,716.7135739731718,814.9195395570332,835.9289232267266
2026-09-16,716.4807487816602,814.4499879838982,835.2305562283872
2026-09-17,716.4645584973856,814.1189609132286,835.4064488999852
2026-09-18,716.6757466070118,813.9342954620599,836.1326504140344
2026-09-19,716.4281541625251,813.8514719933336,835.5423542072041
2026-09-20,716.1154825506305,813.4736779985496,835.0066703153055
2026-09-21,716.101888169258,813.0731700709556,835.6772287012394
2026-09-22,716.0823851396397,812.8588080366034,835.3719247573684
2026-09-23,716.1108012440477,812.6851918533507,835.3563426106247
2026-09-24,715.8020386574332,812.5250889133903,834.7741727558601
2026-09-25,715.6455408681177,812.155488037272,835.3832806589509
2026-09-26,715.5460967532111,811.8451307996356,836.2736074411
2026-09-27,715.5508444921425,811.5805237250844,836.0888215038724
2026-09-28,715.6517262073639,811.3664511431319,836.3009804376063
2026-09-29,715.5607159827726,811.2352566594141,836.3440418096885
2026-09-30,715.0206602701891,811.0046710702676,835.5929297147532
2026-10-01,715.1464804396478,810.48947856669,834.7414752958109
2026-10-02,714.9384129529016,810.3771345068409,834.8649608728816
2026-10-03,714.7138949446492,810.0646230233289,834.1369211865177
2026-10-04,714.500314687838,809.7432626093295,832.5654487768657
2026-10-05,714.3661807840508,809.4508553842979,832.9258908516282
2026-10-06,714.1828627366178,809.1238714872995,831.5641156254799
2026-10-07,713.6337604598638,808.8487155010386,831.9628707168063
2026-10-08,713.3592603324245,808.3306165685332,831.5897050325361
2026-10-09,713.3721536417161,807.9559258061806,831.2466108016588
2026-10-10,713.3434209751925,807.7266658962421,831.025903986424
2026-10-11,713.2189722438671,807.5332576228603,831.2594934252668
2026-10-12,712.9543412219024,807.2664319858892,831.5162080120507
2026-10-13,712.8461954845314,806.864947840789,831.3491748431896
2026-10-14,712.9760907468154,806.6384156147737,830.0027585849352
2026-10-15,712.5160830598613,806.5482782024583,829.8012693274934
2026-10-16,712.282405532659,806.1009496998099,829.0289236031093
2026-10-17,712.2660528503534,805.7935242607982,829.1611772738207
2026-10-18,712.4777562672135,805.6338163892913,829.8655119404508
2026-10-19,712.231344711244,805.5772838579384,829.1662035097523
2026-10-20,711.9205075536036,805.227091595036,828.5878639496872
2026-10-21,711.9093892851159,804.8554736618704,829.2115474588534
2026-10-22,711.8929922283342,804.6712673878683,828.8854358532311
2026-10-23,711.9251324752483,804.5290502736312,828.8310855151611
2026-10-24,711.6207006188775,804.4015672974379,828.221727312193
2026-10-25,711.4691286738978,804.0657849131792,828.7588422547427
2026-10-26,711.3751941519803,803.7904223799433,829.6002610513649
2026-10-27,711.3860239752257,803.5619639616816,829.3818638480365
2026-10-28,711.4935491167578,803.3851717858882,829.5003028049416
2026-10-29,711.4097326190172,803.2923673184828,829.5378282665199
2026-10-30,710.8774100000987,803.1012592820019,828.7556927213698
2026-10-31,711.0114918038851,802.6266098631103,827.8739214015947
2026-11-01,710.8122037733795,802.5558524885939,827.9838139753083
2026-11-02,710.5969724317483,802.2859494360789,827.2334567557741
2026-11-03,710.3931755474243,802.0081974235212,825.5931840090619
2026-11-04,710.2693113242802,801.7603768782324,825.9213497834004
2026-11-05,710.096738974514,801.4789363334618,824.5388473592276
2026-11-06,709.5588482276571,801.2502588556194,824.9250580270916
2026-11-07,709.2960153836381,800.7795521640846,824.5457802135556
2026-11-08,709.3210217569871,800.4531460473457,824.1765106548291
2026-11-09,709.304838067816,800.273041958501,823.9432899645781
2026-11-10,709.1933644650511,800.1296395542325,824.1516941064667
2026-11-11,708.9421250657209,799.9136488115346,824.4131855634531
2026-11-12,708.847777892566,799.563807670448,824.2762481322566
2026-11-13,708.991869212472,799.3897057529889,822.9244025054501
2026-11-14,708.5464457323529,799.3527652615189,822.7087067023762
2026-11-15,708.327731320642,798.959379715362,821.9467629058082
2026-11-16,708.3267115252081,798.7066228100623,822.080311999575
2026-11-17,708.5541085659586,798.6022887118293,822.780189017225
2026-11-18,708.3237424390737,798.6018149789145,822.1133435234497
2026-11-19,708.0292936860396,798.3083464509127,821.5442342256603
2026-11-20,708.0348980697629,797.9940972284843,822.1815636274204
2026-11-21,708.0355492862296,797.8678848108275,821.861639353228
2026-11-22,708.0850549017999,797.7842670009804,821.8232620011642
2026-11-23,707.7982970843753,797.7159692145331,821.2280790436009
2026-11-24,707.6646995235965,797.439938479718,821.7996560195612
2026-11-25,707.5890315057401,797.2248747690941,822.6692120139626
2026-11-26,707.6184118267055,797.0572432012582,822.4756683160743
2026-11-27,707.744763432152,796.9417869015134,822.6452125186454
2026-11-28,707.6800414353283,796.9108084786875,822.7019760133694
2026-11-29,707.1670735229385,796.7819979452061,821.9517394203913
2026-11-30,707.3207625047963,796.3700989264306,821.1042505634717
2026-12-01,707.1413264866724,796.362526438426,821.2445186220127
2026-12-02,706.9461844508432,796.1562245004003,820.5305866052247
2026-12-03,706.7627067206951,795.9424717258626,818.9475682410766
2026-12-04,706.6593841503911,795.7590305932644,819.3212758743025
2026-12-05,706.5075686972441,795.5423318441458,817.9823718380412
2026-12-06,705.9906429302061,795.3787409118705,818.4115386946137
2026-12-07,705.7489760824071,794.9734480428945,818.0752423079423
2026-12-08,705.7953424948291,794.7127657143166,817.7593422331386
2026-12-09,705.8007060067509,794.5986782307376,817.5766446437466
2026-12-10,705.7109599784384,794.5215682645438,817.843023274265
2026-12-11,705.4816218298866,794.3721289738945,818.1532139872123
2026-12-12,705.4093429778778,794.0890816466664,818.057498235543
2026-12-13,705.5756631738577,793.9819994205426,816.7632153384831
2026-12-14,705.1526226992581,794.0122881824961,816.6109194048612
2026-12-15,704.956439086422,793.6863253064699,815.9051071704247
2026-12-16,704.9780916359506,793.5011685136516,816.1007060933379
2026-12-17,705.228296408731,793.4645961678874,816.8672123363757
2026-12-18,705.0208673295937,793.5320301979812,816.2548288089677
2026-12-19,704.749478955763,793.306599987871,815.7515585591168
2026-12-20,704.778261152387,793.0605043571809,816.4552437927864
2026-12-21,704.8022018036064,793.0025456994774,816.2068177202133
2026-12-22,704.8751027492575,792.98726688831,816.2382962462376
2026-12-23,704.611840515444,792.987378586617,815.71583738089
2026-12-24,704.5018332341358,792.7798132474655,816.3543242639136
2026-12-25,704.4498447174649,792.6332564463419,817.2953740975148
2026-12-26,704.5029883701073,792.5341590834245,817.1766866655171
2026-12-27,704.6531818288141,792.487250244772,817.4128460567837
2026-12-28,704.6123749796311,792.5248186796184,817.5507260546387
2026-12-29,704.1233903631536,792.464540720881,816.8786280703963
2026-12-30,704.301125723567,792.1211464948915,816.1102951818959
2026-12-31,704.145794180878,792.1820376995151,816.3331691271684
2027-01-01,703.9748098108464,792.0441452169026,815.7013587412615
2027-01-02,703.815538108969,791.8987347049183,814.1941533868461
2027-01-03,703.7364651795261,791.7835558680132,814.6500828804014
2027-01-04,703.6089383073316,791.6350268555633,813.3959476069709
2027-01-05,703.1163354655988,791.5395006907576,813.9118857748172
2027-01-06,702.8990213678536,791.202155391982,813.6640668544525
2027-01-07,702.9697659109825,791.0092913904468,813.4342545914486
2027-01-08,702.9995285650502,790.9628811270858,813.3404052944536
2027-01-09,702.9341983953616,790.9532955928419,813.6943216323962
2027-01-10,702.7292886005746,790.8712164466217,814.0972572531108
2027-01-11,702.6814464491288,790.6553536591703,814.0987525202031
2027-01-12,702.8722076164918,790.6152692330548,812.8967766600148
2027-01-13,702.4736083798507,790.7123581020085,812.8359622709651
2027-01-14,702.3018623384067,790.4529868684353,812.2259036525535
2027-01-15,702.3479449300908,790.3342026634774,812.5163232944876
2027-01-16,702.6225684229601,790.3637734421859,813.3772037391749
2027-01-17,702.439543018224,790.4971109055454,812.8652713704072
2027-01-18,702.192539618064,790.3373343903428,812.4592648718854
2027-01-19,702.2456845005319,790.1566328493791,813.2612429087761
2027-01-20,702.2939620299884,790.1637989893547,813.1102869420782
2027-01-21,702.3911705931757,790.2133661765079,813.2410318918397
2027-01-22,702.1521833291595,790.2780357455863,812.8178286591772
2027-01-23,702.0664150482983,790.1347310001256,813.5589225779867
2027-01-24,702.0386263059108,790.0521285442451,814.6018163672827
2027-01-25,702.1159273140304,790.0166704843998,814.5846481692497
2027-01-26,702.2902325803085,790.0330772900174,814.9265083354727
2027-01-27,702.2734889246087,790.1336292702146,815.1653187025472
2027-01-28,701.8085158836363,790.1359944936978,814.596188978509
2027-01-29,702.010208259355,789.8548949978608,813.9312558798231
2027-01-30,701.8787762905948,789.9777245662436,814.256966990458
2027-01-31,701.7316312323634,789.9014063405962,813.7289316192058
2027-02-01,701.5961358192085,789.817198411595,812.3286801595077
2027-02-02,701.5407734536466,789.7628430889771,812.8897179655863
2027-02-03,701.4368887772952,789.6747512991161,811.7403173516781
2027-02-04,700.967857178123,789.6392690131221,812.3607884359886
2027-02-05,700.7740408417493,789.3615673674152,812.2173753933297
2027-02-06,700.8682071938786,789.2279400805173,812.0934053993452
2027-02-07,700.9213132895087,789.2403530490944,812.1047752515352
2027-02-08,700.8792458343829,789.2891708873616,812.5648413231379
2027-02-09,700.6975157224965,789.2650690441355,813.0722618461378
2027-02-10,700.6727679719202,789.1067514457854,813.1768260920193
2027-02-11,700.8865360614434,789.1237742152722,812.080133400281
2027-02-12,700.510854124665,789.2775265705259,812.1251768439844
2027-02-13,700.361933669689,789.0743695609664,811.6195119345816
2027-02-14,700.4307480952441,789.0113449265639,812.0148593678139
2027-02-15,700.7280076814851,789.0962153919861,812.9809698744258
2027-02-16,700.5675206924277,789.284387587579,812.5719725434916
2027-02-17,700.3429561431785,789.1789759381738,812.2701951489753
2027-02-18,700.4184384742459,789.052164642219,813.1760032442616
2027-02-19,700.488950261394,789.1127418085692,813.1291630578575
2027-02-20,700.6082881511333,789.2152363610085,813.3632425890926
2027-02-21,700.3913235900824,789.332345346092,813.0432602878756
2027-02-22,700.3274697433615,789.2409879322777,813.8861036565916
2027-02-23,700.3214855676841,789.2098367405588,815.0308473998093
2027-02-24,700.420479722541,789.2253300450394,815.1154178407013
2027-02-25,700.616365208534,789.2921846323775,815.5570997354633
2027-02-26,700.6210873834043,789.4426772772953,815.8972829718347
2027-02-27,700.1774643660987,789.4944726612589,815.4283700417504
2027-02-28,700.4003895846257,789.2622895803411,814.8630878543058
2027-03-01,700.290071947107,789.4335187214334,815.2882345290019
2027-03-02,700.1639214205328,789.4050802730488,814.8587926581188
2027-03-03,700.0492994935738,789.3682295147665,813.5553759900004
2027-03-04,700.0146883644611,789.3607060860814,814.2134203968238
2027-03-05,699.931431511573,789.3189183826839,813.1605834432402
2027-03-06,699.4829032001431,789.3292099832537,813.8770701769137
2027-03-07,699.3094645330196,789.0967497687152,813.8290580820567
2027-03-08,699.4238818925655,789.0078293377021,813.7992246040055
2027-03-09,699.4971113293324,789.0644126012617,813.9042367296405
2027-03-10,699.4750385829833,789.1568623209133,814.4568055436961
2027-03-11,699.3131736192736,789.1758522243443,815.056570105835
2027-03-12,699.3081605653501,789.0600846469971,815.2531863378838
2027-03-13,699.5415320458758,789.119114249734,814.2467956905737
2027-03-14,699.1853213766028,789.3143289158353,814.3809985547896
2027-03-15,699.0557392835559,789.1520884861307,813.9641145730167
2027-03-16,699.1437584186418,789.1294336166641,814.4470470964296
2027-03-17,699.4600883499443,789.2541260714393,815.4996037029517
2027-03-18,699.318536663656,789.4815716419909,815.1768976097786
2027-03-19,699.1127717308088,789.414884034778,814.9598170543956
2027-03-20,699.2069173810889,789.3262468488941,815.9493582352284
2027-03-21,699.2959556121975,789.4244477114318,815.9849866981822
2027-03-22,699.433682524853,789.564015180574,816.3006565653156
2027-03-23,699.2349690516669,789.7176460520014,816.0610932105081
2027-03-24,699.1892278750546,789.662259356584,816.9836851242833
2027-03-25,699.2012174998493,789.6665276895698,818.2068604323508
2027-03-26,699.3180461640105,789.7168894097138,818.368598299491
2027-03-27,699.5316264764865,789.8180614972702,818.8868612908484
2027-03-28,699.5539034327745,790.00232102805,819.3016511545986
2027-03-29,699.1276948185229,790.0873330906444,818.9064024306342
2027-03-30,699.3678937569265,789.8878169928289,818.4135825080336
2027-03-31,699.2747088793208,790.0911640363166,818.9098243847346
2027-04-01,699.165549903484,790.0942951260978,818.5503289547635
2027-04-02,699.0677780959991,790.0884663584224,817.3160423778447
2027-04-03,699.0498754596872,790.1114182881854,818.0416178190214
2027-04-04,698.9831853037524,790.0995603237415,817.0549279870412
2027-04-05,698.5510817500503,790.139237152234,817.8361938840386
2027-04-06,698.3939257834123,789.9356188573853,817.8515944380489
2027-04-07,698.5244836931142,789.8749983334953,817.8840375294562
2027-04-08,698.6137114611219,789.959340878682,818.0498647394866
2027-04-09,698.6074947825899,790.0790107314764,818.6620169305816
2027-04-10,698.461343602422,790.1246831850544,819.3197263138038
2027-04-11,698.4719020501524,790.0350622273637,819.5726790943313
2027-04-12,698.7207027756585,790.119704257328,818.6215665707743
2027-04-13,698.3797791423233,790.3399989803871,818.8097303169054
2027-04-14,698.265341945813,790.2023081421733,818.4451702800617
2027-04-15,698.3683639292846,790.2036743847215,818.9790903714372
2027-04-16,698.6995547732819,790.3518615377652,820.0812567622725
2027-04-17,698.5727221972725,790.6022775368588,819.8063784977553
2027-04-18,698.3815347259872,790.558038309327,819.6358899122482
2027-04-19,698.4901163628468,790.4913297505333,820.6705227099397
2027-04-20,698.5934492989398,790.6109418578068,820.7498434624924
2027-04-21,698.7453298476439,790.7714056321001,821.1076387934514
2027-04-22,698.5606291731248,790.9454203829674,820.9087333102605
2027-04-23,698.5287602078749,790.9099077248294,821.870304190171
2027-04-24,698.5544817249577,790.9335429047434,823.1310185078183
2027-04-25,698.6849022483499,791.0027670001147,823.3288209200441
2027-04-26,698.9119346904431,791.122299775279,823.8813952029946
2027-04-27,698.9475243672446,791.3244211541542,824.3292744421205
2027-04-28,698.5344894016251,791.4267991360636,823.9654768003594
2027-04-29,698.7877232703636,791.244156000746,823.5025599871941
2027-04-30,698.7074349743926,791.4638860817198,824.0272109443126
2027-05-01,698.6110346167577,791.482913374241,823.6945348829519
2027-05-02,698.5258838646381,791.4924971219087,822.4853381821621
2027-05-03,698.5204651364446,791.5303810826817,823.2345717886734
2027-05-04,698.4661221716298,791.532977922329,822.270015812415
2027-05-05,698.0462295366277,791.5866356384039,823.0718773238548
2027-05-06,697.9011486748524,791.3965276766836,823.1063276224987
2027-05-07,698.0436463478432,791.3489503438278,823.156177850053
2027-05-08,698.1446790231919,791.4458723992826,823.3378912665713
2027-05-09,698.150132894726,791.5776615905501,823.964313488303
2027-05-10,698.0155184187566,791.6349967660999,824.6348315520834
2027-05-11,698.0374802486524,791.5565855141849,824.8991158201395
2027-05-12,698.2975515702461,791.6519878777425,823.9576387784433
2027-05-13,697.9677662946959,791.8825972486392,824.1538406694971
2027-05-14,697.8643357769654,791.7547791000597,823.7958445777388
2027-05-15,697.978233330736,791.7655798414398,824.3347351241931
2027-05-16,698.3201692180121,791.9227671084918,825.4402937971862
2027-05-17,698.20395175037,792.1817526800659,825.1673877144111
2027-05-18,698.0232500550134,792.1456563628484,824.9972375386458
2027-05-19,698.1421887479188,792.0866679663864,826.0306795298536
2027-05-20,698.2557506425358,792.2135814357813,826.1072421947724
2027-05-21,698.4177326841341,792.3809317521223,826.4607799122717
2027-05-22,698.2430066780319,792.561422236249,826.2560811287598
2027-05-23,698.2209862068667,792.5319785438118,827.2104091418414
2027-05-24,698.2564307025751,792.5612799918453,828.462341310655
2027-05-25,698.3964493564748,792.6357717552943,828.6498403190543
2027-05-26,698.6329557565076,792.7601777224198,829.1907042774574
2027-05-27,698.6778959021864,792.9667819662851,829.6252637519083
2027-05-28,698.2740886075915,793.0732566594226,829.2467063190813
2027-05-29,698.5364280481673,792.8943282776983,828.7675611368848
2027-05-30,698.4651239307234,793.1173953725404,829.2745014239425
2027-05-31,698.3775870711519,793.1393861777724,828.9226778688206
2027-06-01,698.3011798562097,793.151564195104,827.6929601740934
2027-06-02,698.3043854303816,793.1916774590435,828.420191718896
2027-06-03,698.2585482654576,793.1961429292546,827.4321985703393
2027-06-04,697.8470436662448,793.251312913449,828.2092034853409
2027-06-05,697.7102338203384,793.0623651827531,828.2173915295895
2027-06-06,697.8608862390458,793.0156003833059,828.2396230726272
2027-06-07,697.969958145093,793.1129916271133,828.3923255578657
2027-06-08,697.983336492591,793.2449110262783,828.9883943195503
2027-06-09,697.8565325030711,793.302041804885,829.6271686544625
2027-06-10,697.8861915998469,793.2230959367974,829.8583385839991
2027-06-11,698.1538477432141,793.3176378595551,828.8824763038938
2027-06-12,697.8315356231063,793.547065367624,829.0429978785302
2027-06-13,697.7354673773737,793.4177483438019,828.6479931345519
2027-06-14,697.8566171064965,793.42673761318,829.1486089297942
2027-06-15,698.2056958629942,793.5818052322086,830.2146367413062
2027-06-16,698.0965127524811,793.838367404609,829.9008982286011
2027-06-17,697.9227376995318,793.7995483651354,829.6887147440925
2027-06-18,698.0484961206395,793.7375423536728,830.678899021294
2027-06-19,698.1687716327311,793.8611477470173,830.7110123961654
2027-06-20,698.337361987333,794.0249039584066,831.0189010771326
2027-06-21,698.1691397986203,794.2015187403921,830.7673865168024
2027-06-22,698.1535194605115,794.1679221790192,831.6737175558076
2027-06-23,698.1952612184746,794.1927980195345,832.8765264401935
2027-06-24,698.3414750794385,794.2625958620545,833.013788960618
2027-06-25,698.5840754488684,794.3820440161285,833.5032790279015
2027-06-26,698.6350091455464,794.5834309713915,833.8854275874147
2027-06-27,698.2370958044063,794.6844333114112,833.4533772733794
2027-06-28,698.5052304231691,794.4997819167431,832.9196902804459
2027-06-29,698.4396235321875,794.7168797363619,833.3710674548225
2027-06-30,698.3576867720079,794.7326593937092,832.9626643093123
2027-07-01,698.2867833550007,794.7383887714113,831.6753487639074
2027-07-02,698.2953972520729,794.7718202754296,832.3440297552108
2027-07-03,698.2548737620996,794.7693752266671,831.2965391212771
2027-07-04,697.8485890174895,794.8174102831232,832.0131176137522
2027-07-05,697.7169060338155,794.6211075545333,831.9599694000348
2027-07-06,697.8725931505973,794.5667720132533,831.919960402602
2027-07-07,697.9866084188715,794.6563810844094,832.0095572798635
2027-07-08,698.0048396210233,794.7803111794383,832.5416613953877
2027-07-09,697.8827988066887,794.8292498072909,833.1156565849575
2027-07-10,697.9171322269866,794.7419132115642,833.2812513128137
2027-07-11,698.189374669591,794.82787008374,832.2390051556578
2027-07-12,697.8715616512615,795.0485224557918,832.3323703994967
2027-07-13,697.7799061359983,794.9102444309581,831.869476938396
2027-07-14,697.905383049636,794.9100910370813,832.3014745585479
2027-07-15,698.2587042691331,795.0558385150656,833.2981784089618
2027-07-16,698.1536797235119,795.30290723419,832.9144558094291
2027-07-17,697.98398015961,795.2544255752836,832.6316167595625
2027-07-18,698.1137318149266,795.1825919042493,833.5505115572682
2027-07-19,698.2379191260283,795.2962087032803,833.5107172562184
2027-07-20,698.4103406626065,795.4498194698386,833.7461120745837
2027-07-21,698.2458698554228,795.6161360189864,833.4215335579522
2027-07-22,698.2339219132992,795.5720924770374,834.254265446731
2027-07-23,698.2792578948238,795.5863766067456,835.3829479149981
2027-07-24,698.4289886181627,795.6454420024684,835.4455812433654
2027-07-25,698.6750292980391,795.7540209442325,835.8599786325034
2027-07-26,698.7293275604187,795.9444058679038,836.1665616754892
2027-07-27,698.3347038452512,796.0342772785606,835.6585207605813
2027-07-28,698.6060539530155,795.8383699530871,835.0484354356784
2027-07-29,698.5435892144752,796.0440907111533,835.4230261651026
2027-07-30,698.4647220681534,796.0483760208231,834.9374771511991
2027-07-31,698.396816521878,796.0424975828424,833.5726877193329
2027-08-01,698.408357339412,796.0642115943721,834.1635719428779
2027-08-02,698.3706906098022,796.049943140186,833.0379903320022
2027-08-03,697.9671932528671,796.0860526144302,833.6762076201837
2027-08-04,697.8382290687487,795.8777258348753,833.5444516131766
2027-08-05,697.9965671786204,795.8112714534267,833.4256172618435
2027-08-06,698.1131664121825,795.8886705459087,833.4361871347841
2027-08-07,698.1339153274228,796.000303145251,833.8890915719234
2027-08-08,698.0143267464474,796.0368603523478,834.3837283493746
2027-08-09,698.051047689645,795.9370619728571,834.4698301415999
2027-08-10,698.3256137106923,796.0104802301151,833.347992942032
2027-08-11,698.0100610890196,796.218520657431,833.3616863418767
2027-08-12,697.9206035479015,796.0675608285566,832.8190560504925
2027-08-13,698.04821676899,796.0546592107333,833.1712822298333
2027-08-14,698.4036133815436,796.1875954528666,834.0882022754031
2027-08-15,698.3006040633087,796.4217933005665,833.624697127458
2027-08-16,698.1328603062144,796.36038447906,833.2621127268582
2027-08-17,698.2645090891635,796.2755706664615,834.1013161169731
2027-08-18,698.3905355863847,796.3761576247455,833.9819096202503
2027-08-19,698.5647391014378,796.5166920984922,834.1377902938199
2027-08-20,698.401993795109,796.6698891169937,833.7338207042085
2027-08-21,698.3917156023514,796.6126859876912,834.4873021798843
2027-08-22,698.4386663039436,796.6137736211581,835.5369029791422
2027-08-23,698.5899574362554,796.6596087260668,835.5206448960582
2027-08-24,698.8375049281825,796.7549266630688,835.8563567557658
2027-08-25,698.8932571157882,796.9320229147854,836.08449473723
2027-08-26,698.500035145004,797.0085809990139,835.4982613310901
2027-08-27,698.7727355181336,796.7993386711602,834.8102599842877
2027-08-28,698.7115702635701,796.991705695069,835.1072340487177
