,East Metal Co.,Sakura Steelworks,Black Forest Steel Co.
2026-12-01,668.8695,806.48773,813.5811
2026-12-02,667.1776,805.74695,813.3754
2026-12-03,665.8096,804.69324,813.05914
2026-12-04,664.5793,803.47015,813.18286
2026-12-05,663.8634,802.34424,813.0628
2026-12-06,663.1166,801.84863,812.86005
2026-12-07,663.1166,801.16003,813.3051
2026-12-08,663.1602,799.59973,813.14795
2026-12-09,663.45905,798.6709,812.406
2026-12-10,662.79785,797.1156,811.8532
2026-12-11,663.4553,797.37964,811.4014
2026-12-12,662.49384,797.5993,809.8033
2026-12-13,661.3872,796.87683,809.0745
2026-12-14,660.282,795.88715,807.98676
2026-12-15,658.2652,796.00714,807.246
2026-12-16,655.79767,796.21094,807.48676
2026-12-17,654.39557,796.24884,807.9203
2026-12-18,653.5837,795.75525,807.71783
2026-12-19,654.3486,794.50433,806.7738
2026-12-20,655.507,793.7155,806.43774
2026-12-21,655.6486,793.8299,805.9908
2026-12-22,655.7011,793.6528,804.8958
2026-12-23,655.8655,794.018,803.8024
2026-12-24,655.65814,794.3949,803.14343
2026-12-25,655.5423,794.29565,802.1731
2026-12-26,655.0759,793.6279,801.3565
2026-12-27,655.6525,793.7299,802.3094
2026-12-28,655.37103,793.7015,799.9745
2026-12-29,654.63837,793.54315,799.09644
2026-12-30,653.33435,793.38617,798.1465
2026-12-31,653.56586,792.9733,797.4196
2027-01-01,654.74585,793.2197,794.51776
2027-01-02,655.24445,794.1916,793.29944
2027-01-03,655.3374,794.8452,793.2995
2027-01-04,656.0436,795.7245,792.9898
2027-01-05,656.21716,796.61414,792.0742
2027-01-06,656.247,797.19,789.3895
2027-01-07,656.8716,796.5741,788.8304
2027-01-08,657.7896,796.5982,790.5955
2027-01-09,657.31537,797.3442,791.3845
2027-01-10,656.9732,798.32666,791.9056
2027-01-11,657.2314,799.3581,791.5031
2027-01-12,657.45123,800.05176,791.5605
2027-01-13,657.28864,800.32855,790.306
2027-01-14,657.8883,800.9578,788.98517
2027-01-15,658.0302,801.27185,788.1514
2027-01-16,657.50946,800.8498,788.6639
2027-01-17,656.9678,800.68036,789.55334
2027-01-18,657.2887,801.3101,789.4908
2027-01-19,656.9481,800.62384,788.44214
2027-01-20,657.2545,801.1191,787.6473
2027-01-21,657.2545,801.5223,787.2329
2027-01-22,657.1171,802.23395,787.0288
2027-01-23,657.26855,802.1855,787.7983
2027-01-24,657.26855,801.7738,789.18866
2027-01-25,657.26855,802.18964,789.0539
2027-01-26,656.9419,801.6739,789.24146
2027-01-27,656.8375,802.0656,789.168
2027-01-28,656.4945,802.4629,789.168
2027-01-29,657.03955,803.3635,789.4039
2027-01-30,657.03955,802.82556,789.8892
2027-01-31,657.36847,803.4828,789.8498
2027-02-01,656.9436,802.82587,790.2063
2027-02-02,657.27026,803.12646,790.7571
2027-02-03,657.1761,803.1871,791.22784
2027-02-04,656.6942,803.05597,791.7854
2027-02-05,657.15375,802.72253,792.12415
2027-02-06,656.8994,802.83514,791.4952
2027-02-07,657.1829,803.55,791.763
2027-02-08,657.2678,802.69727,792.12885
2027-02-09,657.4307,803.14856,790.9536
2027-02-10,657.7214,802.72253,791.1681
2027-02-11,658.25256,803.19104,791.7865
2027-02-12,658.2985,803.48096,792.05676
2027-02-13,658.0378,803.2079,792.1123
2027-02-14,658.0949,803.0871,792.08887
2027-02-15,657.82166,802.9564,792.08887
2027-02-16,658.2869,803.3257,791.6144
2027-02-17,657.92896,803.4298,791.6447
2027-02-18,657.76495,803.06805,791.4725
2027-02-19,657.9668,803.393,791.36017
2027-02-20,657.7442,803.0276,791.1467
2027-02-21,658.39465,803.47205,791.417
2027-02-22,658.3001,803.0477,790.9549
2027-02-23,657.61914,802.98914,790.99603
2027-02-24,656.7061,802.98914,790.66583
2027-02-25,657.4735,803.1289,790.8975
2027-02-26,657.91846,803.2338,791.24695
2027-02-27,658.3685,803.6606,791.16125
2027-02-28,658.3742,803.6422,791.9718
2027-03-01,658.3742,803.8132,790.5215
2027-03-02,658.3742,803.5167,789.9639
2027-03-03,658.3742,803.22327,789.2941
2027-03-04,658.3742,803.3296,789.2794
2027-03-05,658.3742,803.7503,789.68567
2027-03-06,658.15765,803.926,789.71857
2027-03-07,658.4665,802.7012,790.3681
2027-03-08,658.5738,802.55994,790.0537
2027-03-09,658.006,802.672,790.2185
2027-03-10,657.8987,802.30444,790.5312
2027-03-11,657.8987,802.14996,791.5784
2027-03-12,658.3687,801.4723,792.24243
2027-03-13,658.8734,801.6515,792.85944
2027-03-14,659.37195,801.5979,793.4778
2027-03-15,661.1175,801.2296,794.02295
2027-03-16,662.87067,800.4439,795.4769
2027-03-17,663.8776,800.07184,795.7432
2027-03-18,664.1323,799.88806,795.8155
2027-03-19,664.7731,799.7744,796.22064
2027-03-20,664.8879,799.8085,796.2887
2027-03-21,664.9926,799.4148,795.7507
2027-03-22,664.32574,799.4148,796.3284
2027-03-23,664.50244,799.50195,796.6168
2027-03-24,663.928,799.50195,796.83167
2027-03-25,662.9325,799.6101,796.6533
2027-03-26,663.5175,799.4543,796.3303
2027-03-27,664.57635,799.70404,796.13104
2027-03-28,663.4616,799.459,795.70795
2027-03-29,662.8133,799.605,795.37054
2027-03-30,663.34076,799.55255,793.7082
2027-03-31,664.4588,799.77496,794.5726
2027-04-01,665.2056,799.4838,793.95776
2027-04-02,665.5567,799.4838,794.06525
2027-04-03,664.1443,799.82117,794.28754
2027-04-04,663.4051,799.92267,793.5309
2027-04-05,663.17975,800.18085,794.5533
2027-04-06,663.9197,800.9158,794.42865
2027-04-07,664.0458,800.9929,794.62714
2027-04-08,662.9777,801.3101,795.08185
2027-04-09,662.9777,800.94073,796.2173
2027-04-10,664.11395,800.92316,796.1175
2027-04-11,664.7839,800.5173,796.1586
2027-04-12,664.64307,800.5886,796.2053
2027-04-13,664.24005,801.02094,795.7077
2027-04-14,664.4456,800.2687,796.65027
2027-04-15,664.29877,800.36194,797.04376
2027-04-16,663.8587,800.155,797.04376
2027-04-17,663.7834,800.4793,796.9321
2027-04-18,663.9446,800.63275,796.73444
2027-04-19,663.9802,800.9014,796.73444
2027-04-20,663.97076,800.5889,797.2703
2027-04-21,664.1622,800.85895,797.4261
2027-04-22,664.9068,800.56915,797.2133
2027-04-23,664.7665,800.5903,797.2133
2027-04-24,665.0316,801.0514,797.0622
2027-04-25,665.09186,801.1498,797.47174
2027-04-26,664.92725,801.1498,796.9427
2027-04-27,664.54645,800.7796,797.9739
2027-04-28,664.87695,800.5452,798.9809
2027-04-29,664.70337,800.74963,799.18427
2027-04-30,664.7512,801.0183,800.67566
2027-05-01,664.8928,800.7058,801.5714
2027-05-02,664.8928,800.7297,802.935
2027-05-03,664.6903,800.9498,804.216
2027-05-04,665.6694,800.9312,805.3967
2027-05-05,665.9993,801.209,806.62213
2027-05-06,667.03094,801.2195,808.0246
2027-05-07,666.7721,801.0911,808.47766
2027-05-08,667.53253,801.2768,809.2357
2027-05-09,669.0043,801.0911,809.7753
2027-05-10,671.40466,800.97644,811.0712
2027-05-11,674.20074,801.49475,811.68286
2027-05-12,675.8836,802.675,813.49457
2027-05-13,675.6354,802.6929,815.5557
2027-05-14,675.1871,802.80884,817.3362
2027-05-15,675.7764,803.38635,817.9978
2027-05-16,675.78375,803.75836,819.04877
2027-05-17,675.4189,804.2617,820.3027
2027-05-18,675.27405,805.1494,820.8765
2027-05-19,675.27405,806.31866,821.51135
2027-05-20,675.46326,808.121,821.6042
2027-05-21,675.68164,809.43585,821.30396
2027-05-22,676.05133,811.0083,822.03235
2027-05-23,676.4524,811.61505,823.20734
2027-05-24,677.59674,812.07367,823.8671
2027-05-25,679.92834,813.32947,823.8671
2027-05-26,681.0459,814.5892,824.275
2027-05-27,681.498,815.80493,824.85345
2027-05-28,684.3978,816.035,824.13416
2027-05-29,685.1156,815.87054,825.4184
2027-05-30,684.7636,816.58026,826.09607
2027-05-31,686.85364,816.5406,825.6057
2027-06-01,687.46045,817.18475,826.84796
2027-06-02,687.9221,819.2575,828.33105
2027-06-03,687.9221,821.0942,828.7003
2027-06-04,688.46716,821.5325,828.9064
2027-06-05,687.8855,822.0976,829.3483
2027-06-06,689.2167,821.8371,829.26013
2027-06-07,691.35913,821.3341,829.5462
2027-06-08,693.58905,821.1491,830.2748
2027-06-09,695.0314,821.9408,829.68256
2027-06-10,697.3128,822.71313,829.1768
2027-06-11,698.23627,824.34357,831.2945
2027-06-12,697.5531,825.19244,832.117
2027-06-13,698.12885,826.22546,832.68243
2027-06-14,699.60187,826.8966,832.7822
2027-06-15,701.7095,828.2073,832.7776
2027-06-16,702.97876,828.6867,833.0667
2027-06-17,702.7194,829.4558,833.3099
2027-06-18,702.11847,829.04694,835.7851
2027-06-19,701.956,829.14703,837.7655
2027-06-20,702.3931,829.1853,838.82385
2027-06-21,702.6945,828.9254,837.63806
2027-06-22,702.5339,828.68915,838.7075
2027-06-23,702.80164,829.66815,837.34467
2027-06-24,702.9419,830.7493,837.3881
2027-06-25,703.3983,830.4222,839.0019
2027-06-26,703.4505,830.55963,839.1441
2027-06-27,701.65515,830.87317,839.4464
2027-06-28,703.2814,831.2106,840.52686
2027-06-29,702.2471,831.4335,841.48816
2027-06-30,702.9877,834.16895,843.3814
2027-07-01,703.5774,835.239,844.7873
2027-07-02,703.5051,834.7725,843.7842
2027-07-03,703.31915,835.3917,844.17883
2027-07-04,704.013,835.3707,844.2672
2027-07-05,703.4005,834.9403,844.3043
2027-07-06,702.2061,835.43146,845.55457
2027-07-07,701.39813,835.30054,844.80365
2027-07-08,703.65717,835.3291,845.4463
2027-07-09,702.7433,834.37024,843.5974
2027-07-10,703.1025,834.22345,844.8232
2027-07-11,703.44434,834.22345,843.8129
2027-07-12,704.48914,834.61285,844.4166
2027-07-13,703.88043,834.7683,844.55664
2027-07-14,701.06903,832.78815,844.1421
2027-07-15,701.76556,831.5114,844.1421
2027-07-16,702.1522,831.8816,844.3456
2027-07-17,701.9843,832.37225,844.98553
2027-07-18,702.593,832.662,843.65234
2027-07-19,703.0124,832.1244,845.60834
2027-07-20,701.8833,831.9063,844.216
2027-07-21,700.8221,831.6961,846.11066
2027-07-22,701.4118,831.8978,845.02423
2027-07-23,700.6911,831.68933,845.138
2027-07-24,698.9375,831.68933,845.138
2027-07-25,698.2567,830.9942,843.3079
2027-07-26,697.374,829.7768,843.91016
2027-07-27,697.6734,829.78046,843.91016
2027-07-28,697.395,830.25397,843.85944
2027-07-29,697.26483,830.23645,843.8797
2027-07-30,698.2267,829.862,843.935
2027-07-31,697.7959,829.862,843.42236
2027-08-01,697.7547,829.76215,843.935
2027-08-02,697.1676,829.30597,843.395
2027-08-03,697.0142,828.4222,843.2395
2027-08-04,696.52246,827.8517,843.17804
2027-08-05,696.47876,827.1804,843.17804
2027-08-06,695.32263,826.08124,843.00696
2027-08-07,695.5466,825.5731,843.41656
2027-08-08,695.2895,825.6741,843.8566
2027-08-09,695.75116,825.6326,843.5413
2027-08-10,695.0085,826.33954,843.8493
2027-08-11,693.8547,825.7413,843.7152
2027-08-12,691.9941,826.246,843.65137
2027-08-13,691.72754,824.9954,843.5386
2027-08-14,690.7885,824.2264,843.5386
2027-08-15,690.45905,823.3942,843.2592
2027-08-16,689.627,823.8713,843.0252
2027-08-17,689.18384,823.76764,843.9122
2027-08-18,689.05817,823.76764,843.52454
2027-08-19,688.6403,823.57874,843.1639
2027-08-20,688.2451,823.5492,843.1639
2027-08-21,687.11566,822.79755,843.49426
2027-08-22,685.6352,822.8965,843.49426
2027-08-23,684.3963,823.4554,843.36255
2027-08-24,682.75305,822.8804,844.0679
2027-08-25,681.3915,822.87445,844.4295
2027-08-26,680.9282,823.1134,844.70526
2027-08-27,679.43024,823.1134,844.3131
2027-08-28,678.4372,823.1134,844.3131
2027-08-29,677.1544,823.1134,844.30585
2027-08-30,676.1672,823.0067,844.5127
2027-08-31,674.0833,823.6187,844.06714
2027-09-01,672.72894,822.78174,844.06714
2027-09-02,670.9339,823.11115,844.1397
2027-09-03,670.7613,822.98944,844.0493
2027-09-04,671.2179,823.8392,843.9465
2027-09-05,670.6067,824.7455,843.9235
2027-09-06,670.82324,824.7975,843.9235
2027-09-07,670.7132,824.4287,843.9235
2027-09-08,670.7502,824.4641,843.51764
2027-09-09,670.2222,824.8694,843.5673
2027-09-10,670.92706,825.17523,843.5673
2027-09-11,670.43945,825.4883,843.3004
2027-09-12,670.23804,826.3427,843.3004
2027-09-13,670.23804,825.6674,843.8056
2027-09-14,670.71893,825.887,844.6945
2027-09-15,670.71893,826.08685,844.79236
2027-09-16,670.58905,826.02264,844.5926
2027-09-17,669.8869,826.20966,843.90137
2027-09-18,669.3473,825.55646,844.25635
2027-09-19,669.0898,825.8549,844.87445
2027-09-20,668.7209,824.8063,843.9018
2027-09-21,667.0439,824.0233,844.5386
2027-09-22,666.29706,824.2718,845.0406
2027-09-23,666.9298,823.94714,842.7543
2027-09-24,666.7872,824.1634,842.9076
2027-09-25,666.8268,823.9105,843.0138
2027-09-26,666.7521,823.86804,842.36914
2027-09-27,665.2995,823.702,838.8396
2027-09-28,663.818,822.75775,836.03705
2027-09-29,662.8844,822.85284,834.1732
2027-09-30,663.16907,823.2159,833.85455
2027-10-01,662.8556,823.0296,833.76306
2027-10-02,663.297,822.4102,833.85376
2027-10-03,662.9835,820.4894,833.54504
2027-10-04,662.6055,819.1093,834.02856
2027-10-05,663.62964,818.0214,834.53265
2027-10-06,663.62964,816.5683,836.4438
2027-10-07,663.00665,815.2478,837.12805
2027-10-08,662.96295,815.3191,837.60956
2027-10-09,663.006,814.61816,836.7584
2027-10-10,662.64795,814.58185,836.01416
2027-10-11,661.9371,814.2763,836.7317
2027-10-12,660.88794,813.9407,836.04736
2027-10-13,658.77026,813.9843,836.2953
2027-10-14,657.47345,815.8439,835.2801
2027-10-15,656.6744,815.7101,835.1648
2027-10-16,656.65125,815.48694,835.6347
2027-10-17,656.83905,815.4423,837.11365
2027-10-18,656.83905,814.6628,835.6564
2027-10-19,656.83905,814.51654,835.7793
2027-10-20,656.83905,813.2255,836.0829
2027-10-21,656.2619,812.05475,835.2422
2027-10-22,655.5842,811.49835,834.7472
2027-10-23,655.65894,810.341,835.24475
2027-10-24,655.52783,809.82,834.75745
2027-10-25,656.91095,809.44556,834.6022
2027-10-26,655.88184,809.09406,834.57227
2027-10-27,655.3288,808.6294,834.5567
2027-10-28,656.139,807.65247,832.1024
2027-10-29,656.48334,806.8069,829.7917
2027-10-30,656.8133,806.3387,828.5129
2027-10-31,657.3715,805.56903,828.16943
2027-11-01,656.8133,804.8644,827.6216
2027-11-02,657.27014,803.67334,827.1665
2027-11-03,657.27014,803.12616,826.93
2027-11-04,656.7119,803.3429,826.4882
2027-11-05,656.7119,803.438,825.7504
2027-11-06,656.97235,803.5148,825.18896
2027-11-07,657.4055,803.3103,824.63666
2027-11-08,656.91016,802.9085,823.00836
2027-11-09,657.9502,802.71014,821.82196
2027-11-10,658.114,802.54376,820.66144
2027-11-11,658.114,802.54376,819.9142
2027-11-12,657.3706,802.54376,819.54126
2027-11-13,657.2068,802.4155,818.2356
2027-11-14,657.44385,802.5463,818.327
2027-11-15,657.44385,802.99164,818.0791
2027-11-16,657.44385,803.8865,818.5938
2027-11-17,657.44385,804.0632,818.46814
2027-11-18,657.26935,804.6434,818.30804
2027-11-19,657.31256,804.7716,818.64905
2027-11-20,657.29065,804.5639,818.94904
2027-11-21,657.571,804.8862,818.8597
2027-11-22,657.571,804.73346,818.5894
2027-11-23,657.28436,804.25336,818.3812
2027-11-24,658.00885,803.8946,818.13007
2027-11-25,657.2158,803.11975,818.68726
2027-11-26,656.6217,802.3371,818.4434
2027-11-27,657.4356,801.86676,818.52423
2027-11-28,657.5102,801.29785,817.7842
2027-11-29,657.52686,800.2639,817.0264
2027-11-30,657.52686,799.93524,816.3273
2027-12-01,657.24475,799.6871,815.77075
2027-12-02,657.253,799.44916,816.01086
2027-12-03,657.7771,798.99634,815.39984
2027-12-04,657.15,798.9107,815.07556
2027-12-05,656.9862,798.64825,814.97284
2027-12-06,657.2801,797.30475,813.87976
2027-12-07,657.2801,797.31647,814.33984
2027-12-08,657.0187,797.29333,812.7703
2027-12-09,657.02484,797.7068,812.8452
2027-12-10,656.6586,797.99725,813.0231
2027-12-11,657.02484,798.2094,813.01117
2027-12-12,657.0256,798.79535,812.6092
2027-12-13,657.22516,797.93866,812.606
2027-12-14,656.9576,797.4931,812.324
2027-12-15,656.862,796.6135,811.2592
2027-12-16,657.7266,796.132,809.31287
2027-12-17,657.2836,795.959,807.5927
2027-12-18,657.0241,795.2559,806.23157
2027-12-19,657.2459,795.154,804.88605
2027-12-20,657.992,793.53656,802.8529
2027-12-21,657.82275,793.6627,802.92255
2027-12-22,657.82275,793.1451,801.5795
2027-12-23,657.8936,792.34985,801.54584
2027-12-24,657.8936,792.19885,801.72003
2027-12-25,657.7756,792.4561,800.0625
2027-12-26,657.1323,792.1628,798.1848
2027-12-27,657.61176,792.1749,797.004
2027-12-28,656.8873,791.41113,796.5824
2027-12-29,656.8715,789.9906,796.82916
2027-12-30,656.69354,788.7606,796.4094
2027-12-31,656.79565,787.9559,796.2276
2028-01-01,657.3553,789.2066,795.27527
2028-01-02,657.29,790.2674,795.2307
2028-01-03,656.67645,789.94257,795.81964
2028-01-04,657.6782,789.61847,794.68097
2028-01-05,657.84204,789.7176,794.0009
2028-01-06,657.84204,789.55316,794.51385
2028-01-07,658.49646,789.81195,794.50183
2028-01-08,657.70526,789.4252,796.1512
2028-01-09,655.9971,789.51263,796.89703
2028-01-10,656.2114,789.85114,797.29346
2028-01-11,655.72894,789.81616,796.97986
2028-01-12,655.6638,789.3499,796.68475
2028-01-13,655.96655,789.63086,797.273
2028-01-14,655.89215,790.82275,797.12933
2028-01-15,655.89215,791.89197,797.07935
2028-01-16,655.8842,791.17944,797.3037
2028-01-17,656.59576,790.9889,797.4875
2028-01-18,656.8789,790.67017,797.1274
2028-01-19,657.4222,790.89087,796.52606
2028-01-20,656.852,790.0703,796.60046
2028-01-21,656.852,789.86584,797.307
2028-01-22,657.7395,789.35254,797.307
2028-01-23,657.02985,789.44,797.2043
2028-01-24,656.866,789.44,797.45624
2028-01-25,656.866,789.44,797.475
2028-01-26,657.75354,789.1188,796.0972
2028-01-27,657.52673,789.42664,796.0034
2028-01-28,657.3629,789.1992,796.4816
2028-01-29,657.52454,789.15906,797.4464
2028-01-30,657.52454,788.54626,796.9688
2028-01-31,657.0985,788.54626,798.0294
2028-02-01,657.75525,788.48285,798.31946
2028-02-02,657.2623,788.28705,798.5505
2028-02-03,657.00433,788.79474,798.8502
2028-02-04,657.29443,788.9271,799.12054
2028-02-05,657.63873,788.99054,800.0097
2028-02-06,657.63873,788.9271,800.4291
2028-02-07,656.982,788.99054,800.8289
2028-02-08,656.9788,788.99054,800.9943
2028-02-09,656.9788,788.9271,800.9943
2028-02-10,657.2695,788.9271,800.9943
2028-02-11,657.2695,788.99054,801.327
2028-02-12,656.79224,788.99054,801.86206
2028-02-13,656.92316,788.9271,802.88995
2028-02-14,656.92316,789.13513,803.8651
2028-02-15,656.92316,788.9448,805.777
2028-02-16,656.81415,788.878,806.4088
2028-02-17,656.94507,788.878,806.55524
2028-02-18,656.81696,788.878,806.1271
2028-02-19,656.81696,788.878,806.2242
2028-02-20,656.878,788.878,806.3706
2028-02-21,657.1139,788.9414,806.3706
2028-02-22,657.1139,788.9414,806.7324
2028-02-23,656.56384,788.9414,807.8393
2028-02-24,657.2206,788.9414,808.91113
2028-02-25,656.8556,788.9765,809.84607
2028-02-26,657.30054,788.9765,810.99115
2028-02-27,657.1696,789.35443,811.72394
2028-02-28,657.068,789.4477,812.9042
2028-02-29,657.068,788.66956,812.90497
