time,East Metal Co.,Sakura Steelworks,Black Forest Steel Co.
11/06/2017,708.6073108,792.0693216,816.5465738
12/06/2017,712.1654823,793.0514948,817.9436921
13/06/2017,712.9011935,795.2631797,821.6492387
14/06/2017,716.048779,795.7814735,821.6769269
15/06/2017,718.9972636,798.2422039,823.8768489
16/06/2017,721.2062966,799.9134738,825.6516756
17/06/2017,723.684395,801.4890042,827.8456613
18/06/2017,722.8334491,803.3106704,828.6480898
19/06/2017,721.8572411,803.3077981,828.8121031
20/06/2017,716.9339316,803.0896191,828.8680625
21/06/2017,716.2724813,799.764696,824.4470187
22/06/2017,715.5212157,799.4769765,825.0028058
23/06/2017,714.3364365,799.4267508,824.7290792
24/06/2017,713.8144259,798.7464107,823.6161931
25/06/2017,714.9395522,797.7959463,822.8815061
26/06/2017,713.8896693,798.7912076,824.3049839
27/06/2017,711.5870656,798.2732759,822.4183341
28/06/2017,712.3020045,797.2439206,820.6131236
29/06/2017,709.057162,797.7492146,822.1244896
30/06/2017,713.7076232,795.8202964,819.7161203
01/07/2017,712.3219507,799.0609133,822.8962534
02/07/2017,712.6647133,798.0782536,822.9532212
03/07/2017,710.9666335,798.2130436,822.4648821
04/07/2017,708.5432862,796.5521361,820.5748722
05/07/2017,709.426326,794.9887619,818.1248222
06/07/2017,707.2630539,795.0145775,818.9155187
07/07/2017,707.9112766,794.1844938,818.1191634
08/07/2017,707.5808887,794.873304,819.3430162
09/07/2017,706.6398952,794.9643958,818.6910246
10/07/2017,705.5299529,794.3895731,818.6686082
11/07/2017,702.9277036,793.1815939,817.7056764
12/07/2017,701.4826933,791.1276924,815.7608242
13/07/2017,700.3772557,790.6014916,814.3653924
14/07/2017,698.5224667,789.5922165,812.9060091
15/07/2017,698.9344363,788.6068972,812.7047414
16/07/2017,697.4650724,788.5610331,814.7555176
17/07/2017,700.1085775,787.6192686,813.2180797
18/07/2017,700.5197439,789.426357,816.2414105
19/07/2017,702.5667688,789.5191261,817.4674205
20/07/2017,705.2853402,791.0638889,819.6785409
21/07/2017,703.6035785,792.6948617,821.1810123
22/07/2017,701.8154612,791.3021849,819.541902
23/07/2017,702.0690564,790.5424974,818.8947241
24/07/2017,705.849762,791.7274975,817.9164634
25/07/2017,702.7957019,794.1999646,819.6322707
26/07/2017,702.9537174,792.2432033,817.7689614
27/07/2017,700.8034709,792.2512409,817.5364394
28/07/2017,704.5530114,790.8063089,815.9660947
29/07/2017,708.0007405,792.3492585,818.7635528
30/07/2017,706.8451464,794.9752229,821.3771296
31/07/2017,706.9497236,794.5938215,819.2938134
01/08/2017,706.2561855,794.3832169,818.0741567
02/08/2017,708.0526764,794.0210444,818.0792969
03/08/2017,708.6341843,795.5052695,818.6817927
04/08/2017,705.2785983,795.4388931,819.3165964
05/08/2017,709.5094696,793.9777007,816.6552068
06/08/2017,710.2102699,797.2752643,819.290734
07/08/2017,709.0526967,797.7304085,820.0652852
08/08/2017,705.2841275,796.5171068,819.1904597
09/08/2017,705.8431178,793.7891568,816.5936545
10/08/2017,702.3313491,794.1094795,815.2566672
11/08/2017,704.0523581,791.6811852,813.0902226
12/08/2017,704.5101652,792.8635951,814.4821245
13/08/2017,705.1773438,793.1000327,814.9329275
14/08/2017,704.2481863,793.5010539,814.8861022
15/08/2017,705.1176168,792.2643984,813.7283297
16/08/2017,704.454637,792.4144104,813.4861187
17/08/2017,704.6742806,792.2011744,812.8632081
18/08/2017,701.5832993,792.1124034,813.4260767
19/08/2017,702.5182045,789.5856223,810.7992027
20/08/2017,702.9718752,790.4895021,811.811606
21/08/2017,700.6273424,790.8008265,811.5872797
22/08/2017,701.281199,789.0043674,809.9834007
23/08/2017,702.3385919,790.1547558,810.132284
24/08/2017,705.4203089,790.8911501,810.7907318
25/08/2017,706.1411295,792.7613929,813.091392
26/08/2017,706.384672,793.1123233,813.1457653
27/08/2017,706.7528769,793.0376994,813.5249399
28/08/2017,709.2257073,793.0112155,814.30956
29/08/2017,710.1630036,795.2256595,816.7009917
30/08/2017,710.3542323,795.5552136,817.3931389
31/08/2017,706.0559024,795.14185,816.3046545
01/09/2017,706.7118707,792.1696585,812.7938244
02/09/2017,705.8087687,792.3218014,812.874376
03/09/2017,705.8777493,791.8535566,812.6476821
04/09/2017,706.6103143,791.5685921,812.609262
05/09/2017,709.9600394,792.2365865,813.2562725
06/09/2017,707.3153786,794.4648241,814.2429206
07/09/2017,704.5660727,792.0750499,812.4810837
08/09/2017,703.0839589,790.3869418,810.678549
09/09/2017,703.1151789,789.4568795,809.7888783
10/09/2017,703.5841047,789.0965846,810.559324
11/09/2017,701.1484919,789.4701874,810.5643605
12/09/2017,701.7455831,788.2216836,809.3490334
13/09/2017,703.5939381,788.5717485,809.2420144
14/09/2017,703.4769596,789.9437408,810.2274763
15/09/2017,699.8209785,789.3185414,809.7468991
16/09/2017,699.9230858,786.642518,806.7284868
17/09/2017,697.3381949,787.1826783,806.4357081
18/09/2017,693.9568927,785.6529207,805.4682533
19/09/2017,693.858178,782.7904309,803.6416371
20/09/2017,692.1249278,782.5014816,802.471015
21/09/2017,691.4915891,781.2855055,801.1350673
22/09/2017,687.6904819,781.0899013,799.6517789
23/09/2017,687.0528964,778.3398516,796.5481052
24/09/2017,688.4516705,778.0500759,796.3107812
25/09/2017,690.3757309,779.5531996,796.9546762
26/09/2017,691.7812812,780.6079243,799.1743029
27/09/2017,691.7323981,781.4006342,799.9927503
28/09/2017,691.196012,781.4994006,799.9152406
29/09/2017,689.3301433,781.1512545,799.2142042
30/09/2017,689.1676428,780.2014522,797.9518264
01/10/2017,689.8084249,780.1136385,798.2613392
02/10/2017,688.3951773,780.3280334,798.6565789
03/10/2017,686.9039433,779.7254377,798.274954
04/10/2017,687.8552938,778.7095225,796.2236695
05/10/2017,686.8290162,778.9837349,796.9225738
06/10/2017,687.4889889,777.8983107,794.8105854
07/10/2017,687.6756574,778.4994912,795.4699425
08/10/2017,688.165541,778.3497702,795.265656
09/10/2017,689.6959193,778.6601488,794.7605478
10/10/2017,688.667808,780.0475956,796.2732635
11/10/2017,690.43187,779.3296428,795.0205287
12/10/2017,691.6643183,780.3586657,796.5370417
13/10/2017,692.5653221,781.3189695,797.5255017
14/10/2017,692.4478559,781.9323975,798.976541
15/10/2017,696.0660072,781.6016592,798.3851763
16/10/2017,694.258885,783.6203572,800.991215
17/10/2017,690.4627565,782.3933141,799.3074432
18/10/2017,688.0544573,779.4309059,796.2050938
19/10/2017,684.8122722,778.1814585,794.3198042
20/10/2017,686.3208438,776.2128014,791.5089408
21/10/2017,684.1804443,777.0992144,792.7332882
22/10/2017,678.8123356,775.7016595,791.9196229
23/10/2017,677.9343576,771.6072579,788.2368545
24/10/2017,673.2263125,770.4332955,786.5268382
25/10/2017,671.838113,766.5672765,783.2126966
26/10/2017,671.5347709,765.5382871,782.9445836
27/10/2017,670.703229,764.8917494,782.441129
28/10/2017,671.5074669,763.6948551,781.934176
29/10/2017,669.2826974,764.8051312,782.1309477
30/10/2017,666.9990065,762.8636449,780.2503374
31/10/2017,669.6159744,761.665464,779.0556913
01/11/2017,671.2512058,762.7740218,780.3274288
02/11/2017,670.4475052,763.7869736,781.0785337
03/11/2017,672.0042906,762.9864851,781.5502449
04/11/2017,672.5564767,764.0265859,782.1916508
05/11/2017,674.5197111,764.1926565,782.1620107
06/11/2017,674.8427994,765.2410449,783.329457
07/11/2017,675.8484286,765.5677551,783.2623675
08/11/2017,674.0372878,766.2712032,784.032535
09/11/2017,669.4862115,764.6374054,783.5725732
10/11/2017,671.2240953,762.193327,780.0492006
11/11/2017,669.2755905,763.2620301,780.3647582
12/11/2017,669.4113864,762.3421111,778.6752053
13/11/2017,668.9413481,762.3595178,778.6842651
14/11/2017,669.9568811,761.5494713,777.9852101
15/11/2017,670.7222727,762.5576861,779.1219494
16/11/2017,674.4386468,763.5668452,778.7471646
17/11/2017,670.3417184,765.5796339,780.8754082
18/11/2017,668.4503506,763.7104461,777.7417515
19/11/2017,669.5126333,762.2799984,776.8784149
20/11/2017,669.895088,762.9884171,777.4050985
21/11/2017,664.9374447,762.3412271,777.413313
22/11/2017,662.7329892,758.6330517,773.6092229
23/11/2017,662.2403999,757.0124513,771.1265342
24/11/2017,659.4733982,756.8708859,770.9203505
25/11/2017,659.3024373,754.7541099,769.7634216
26/11/2017,659.2082789,754.5093012,768.9861864
27/11/2017,656.874768,754.7372698,768.5121012
28/11/2017,657.4227031,752.5445926,767.6376416
29/11/2017,658.0206243,752.7472703,768.1099967
30/11/2017,658.2794826,753.2959597,768.6937832
01/12/2017,655.5164714,753.9208678,769.4096914
02/12/2017,658.5186403,752.3153737,767.2262138
03/12/2017,658.3120846,754.0405301,769.0304977
04/12/2017,657.5831509,753.5482831,768.3636012
05/12/2017,658.5951287,752.8452796,767.6318783
06/12/2017,661.0747994,753.6833859,768.7568084
07/12/2017,662.1386542,755.1135881,770.8799922
08/12/2017,661.7407527,755.6174094,773.2414177
09/12/2017,663.1837816,755.3994654,773.1156668
10/12/2017,665.3954492,756.4298126,773.489363
11/12/2017,666.0166981,757.2024934,774.2980117
12/12/2017,666.8448503,757.1298438,773.4061042
13/12/2017,663.0378274,757.3893135,772.8399286
14/12/2017,664.3031082,754.4940211,770.3214056
15/12/2017,666.3170421,755.2205583,771.1737178
16/12/2017,665.8517965,756.8276668,772.6929562
17/12/2017,666.5771857,756.4929387,773.4617639
18/12/2017,665.5534881,757.0049829,773.9307248
19/12/2017,663.3090073,756.5481594,773.5080525
20/12/2017,661.2699173,755.1316586,772.6543335
21/12/2017,656.4264927,753.3876089,770.7685596
22/12/2017,655.4609647,749.8741311,767.3810402
23/12/2017,654.7970182,749.3832867,766.1594713
24/12/2017,654.5057034,748.2567819,766.6977045
25/12/2017,652.4733986,748.0767693,766.9539509
26/12/2017,651.4509575,746.3082177,766.2523672
27/12/2017,651.5338771,745.3210728,765.257448
28/12/2017,648.4256916,744.8724156,764.7942127
29/12/2017,646.6726721,742.5968768,763.5545361
30/12/2017,647.0678509,741.478321,762.0915735
31/12/2017,648.0024,741.7014544,762.3936132
01/01/2018,650.6547242,742.5466083,763.114997
02/01/2018,648.8730456,744.6745516,764.5434398
03/01/2018,647.7294304,743.2807313,763.2924418
04/01/2018,646.592034,742.8703398,762.416818
05/01/2018,643.8807997,742.0529726,760.859
06/01/2018,643.2929185,740.8326012,758.9186064
07/01/2018,641.7500272,740.0456755,759.2826402
08/01/2018,645.9408434,738.9089804,758.3353941
09/01/2018,644.695283,741.790347,760.8325729
10/01/2018,644.1033069,740.1210415,761.6527098
11/01/2018,644.5294754,739.6869733,761.7413452
12/01/2018,643.7090455,739.863477,762.2266261
13/01/2018,643.7426007,739.2656934,761.3988855
14/01/2018,644.5247204,739.5543404,761.676481
15/01/2018,641.7900519,740.2469749,762.1355988
16/01/2018,643.4842331,738.8978908,759.1055741
17/01/2018,639.1599208,739.6255966,760.6684628
18/01/2018,640.4707789,736.6762431,757.9964838
19/01/2018,641.6826539,737.7182076,759.6808012
20/01/2018,643.7558705,739.6571353,760.285849
21/01/2018,644.8096104,740.7445303,762.6979419
22/01/2018,643.0260712,741.5314379,763.7963918
23/01/2018,642.9625776,740.2903783,763.1528905
24/01/2018,647.8479549,740.3351348,762.6911617
25/01/2018,646.6953996,743.624782,766.8674832
26/01/2018,644.0903131,742.3694693,765.1347678
27/01/2018,640.3248216,740.5669776,761.9522918
28/01/2018,641.5721868,737.4967649,760.0697866
29/01/2018,640.615208,738.5738692,761.3078629
30/01/2018,639.8955025,738.0018404,760.3752844
31/01/2018,641.2028355,737.8704317,760.275257
01/02/2018,641.3169181,738.8678358,760.8801567
02/02/2018,641.9761266,739.1043911,760.0654973
03/02/2018,641.969039,739.5551456,760.2750824
04/02/2018,639.5479614,739.0840302,761.1593713
05/02/2018,640.1676647,737.8018329,759.816606
06/02/2018,639.4731517,738.392054,759.9472519
07/02/2018,640.1349375,737.9151176,760.0480138
08/02/2018,642.5843301,738.0301775,761.7688588
09/02/2018,644.9826648,739.9754674,763.3244781
10/02/2018,647.0629312,741.9845346,765.5302431
11/02/2018,648.4567865,742.7677793,766.4662447
12/02/2018,651.0996,742.9297854,766.518321
13/02/2018,649.6396811,744.5750031,768.031131
14/02/2018,648.5465437,743.8014306,766.3767431
15/02/2018,647.2889648,742.716953,764.8014231
16/02/2018,648.4193985,741.5894998,763.3607123
17/02/2018,649.086457,742.7933439,763.5940611
18/02/2018,647.6986165,743.3389719,763.3426913
19/02/2018,647.565931,742.0387928,762.4772477
20/02/2018,647.9333772,741.2991884,763.3106369
21/02/2018,647.5650758,742.2578264,763.4099411
22/02/2018,648.0087848,742.1418839,764.2199697
23/02/2018,643.6209096,742.5335688,765.0277141
24/02/2018,645.5502249,739.2054457,762.3791871
25/02/2018,645.0301885,741.0480012,762.9768641
26/02/2018,648.2986033,740.7482127,763.6016557
27/02/2018,650.5965922,742.545002,764.8703745
28/02/2018,650.363825,744.1183589,765.9330301
01/03/2018,653.6358445,744.4289918,766.2278073
02/03/2018,654.9614927,746.9862512,768.1681202
03/03/2018,656.8692867,747.874825,767.7269418
04/03/2018,654.917441,749.1320019,769.8673867
05/03/2018,657.1187012,747.3945656,769.1313115
06/03/2018,659.3276755,749.1158481,771.5701032
07/03/2018,661.6952539,750.7190625,771.8015356
08/03/2018,662.4840752,752.7314263,773.2550411
09/03/2018,660.3302373,753.6988828,772.1605215
10/03/2018,658.3203716,752.4655171,770.1033776
11/03/2018,655.9816558,750.9314953,768.1749746
12/03/2018,656.0440338,749.4354246,766.9721136
13/03/2018,656.452341,749.7521027,766.330196
14/03/2018,657.5653519,750.119384,766.2968123
15/03/2018,656.500945,751.117725,766.4639471
16/03/2018,659.3362118,751.1523709,765.697722
17/03/2018,661.1804242,753.3640346,767.5913171
18/03/2018,663.8328866,755.1714882,768.2453144
19/03/2018,665.4203112,757.5361012,770.5289209
20/03/2018,664.0668914,758.7922787,771.3728062
21/03/2018,661.8385419,757.9362468,770.8769512
22/03/2018,663.6990664,756.4935504,769.1019306
23/03/2018,661.831751,757.7333341,770.6695747
24/03/2018,662.1836642,756.3699637,769.4523205
25/03/2018,660.2715522,756.4710477,769.1434799
26/03/2018,657.1609796,755.1491768,768.4031653
27/03/2018,658.5985527,752.9875209,766.0829727
28/03/2018,657.6115569,754.0909505,767.7103022
29/03/2018,653.2305298,753.3252046,766.7876136
30/03/2018,656.8370178,750.4016571,763.3645335
31/03/2018,656.3117926,753.017518,765.9869977
01/04/2018,658.5059105,753.0435252,766.4689916
02/04/2018,661.0223584,754.7772317,766.7511151
03/04/2018,658.7112388,756.3048947,769.6502106
04/04/2018,659.8038753,754.2241191,769.9873241
05/04/2018,660.4664127,754.8338679,771.3800513
06/04/2018,662.908461,755.3960416,771.3062519
07/04/2018,666.5018257,757.0914991,775.005397
08/04/2018,666.4473771,760.1072002,776.7946475
09/04/2018,662.8184831,760.5511743,776.3542111
10/04/2018,666.5890167,758.0372285,774.4436153
11/04/2018,664.9743075,760.8052662,776.2619205
12/04/2018,664.379714,759.9452626,775.5192668
13/04/2018,666.3473836,759.5537293,774.8761009
14/04/2018,666.0723886,760.637637,775.8846906
15/04/2018,667.265397,760.2112873,776.4841202
16/04/2018,663.4229981,760.9310776,776.6573777
17/04/2018,662.1797835,758.7716995,772.743944
18/04/2018,660.747405,757.8148782,771.54968
19/04/2018,661.246702,756.6576983,770.3536817
20/04/2018,664.0728067,757.1334492,771.0353308
21/04/2018,664.8806222,758.9777618,771.9598619
22/04/2018,664.0698272,759.2608129,772.9496289
23/04/2018,663.5184732,758.7318571,772.7088847
24/04/2018,666.0161066,758.3682809,773.5470487
25/04/2018,669.9295743,760.224585,776.2876292
26/04/2018,672.6106102,763.3113496,779.1907357
27/04/2018,671.7633888,764.7784593,781.9651773
28/04/2018,671.7841486,764.2107037,781.9025961
29/04/2018,671.3979002,764.0197,782.4350144
30/04/2018,673.4116296,763.6005365,781.6975952
01/05/2018,669.7424548,765.9314533,783.5651912
02/05/2018,671.3735286,763.4082377,780.6821574
03/05/2018,671.7417578,764.5566514,782.5788501
04/05/2018,673.6075601,764.582338,782.9748408
05/05/2018,674.4827066,766.245346,783.4269141
06/05/2018,674.0674107,766.9264909,784.116675
07/05/2018,674.3470086,766.2371001,783.1300158
08/05/2018,677.1476498,766.5278157,783.7231038
09/05/2018,679.8612415,768.0008222,785.3487202
10/05/2018,680.3067474,770.3776228,788.0153552
11/05/2018,682.9183909,770.6594615,788.3540844
12/05/2018,681.2289939,773.1140557,791.2159516
13/05/2018,683.1936904,772.1934369,790.1480969
14/05/2018,685.8325421,774.0134731,792.5334339
15/05/2018,686.3985269,775.3966741,794.0656411
16/05/2018,689.1730666,775.3484286,794.9207461
17/05/2018,689.1010569,777.2690781,796.3508252
18/05/2018,685.7442855,777.0920677,796.9107808
19/05/2018,686.6272885,775.1945522,794.6362901
20/05/2018,687.409856,775.9425882,794.8413916
21/05/2018,689.0308174,777.0173953,795.3745622
22/05/2018,685.6508018,778.5624205,796.336186
23/05/2018,688.0162091,776.9739502,794.9078175
24/05/2018,690.9023929,778.689293,795.7186324
25/05/2018,690.793203,780.9054796,799.2023308
26/05/2018,692.9641914,781.1805585,800.2560476
27/05/2018,690.006754,782.6915288,801.0763188
28/05/2018,688.8898314,781.206921,799.9616049
29/05/2018,688.7332824,780.3104503,799.1292653
30/05/2018,688.7098904,780.2701986,799.2278245
31/05/2018,691.0108905,780.0697764,797.6872819
01/06/2018,692.9177127,782.212577,799.4031647
02/06/2018,693.9152122,783.9146646,800.6861097
03/06/2018,694.9750053,784.4042475,801.7364187
04/06/2018,694.6189331,785.362858,801.347598
05/06/2018,692.3935793,785.8026153,801.6081045
06/06/2018,693.9844504,784.8550703,800.7452507
07/06/2018,697.3311838,785.8025812,801.7834442
08/06/2018,697.8303842,788.239689,804.4557978
09/06/2018,697.3072006,788.5569575,803.5860863
10/06/2018,698.3749375,788.5505953,803.3783433
11/06/2018,700.4435746,789.5421385,805.5491372
12/06/2018,699.2159837,791.1717823,807.5904092
13/06/2018,699.4613221,790.1222754,805.8560457
14/06/2018,698.9640895,790.6437609,807.137387
15/06/2018,701.9854259,790.8435078,806.8146321
16/06/2018,700.4983561,793.0750667,809.7170485
17/06/2018,703.1592614,791.8929709,808.8856719
18/06/2018,701.734091,794.1053565,811.0978531
19/06/2018,703.415077,793.1969987,809.7458398
20/06/2018,701.7491012,794.3561689,811.5543422
21/06/2018,702.7661995,793.4882091,811.5879526
22/06/2018,701.5601851,794.1081357,812.0644551
23/06/2018,705.2071431,793.7920295,811.934048
24/06/2018,708.7685361,796.0768098,814.9367129
25/06/2018,712.4680272,798.5314602,818.0588055
26/06/2018,711.9624055,800.4311164,820.061571
27/06/2018,715.4238106,800.0283807,819.9322736
28/06/2018,717.7810334,802.6133887,822.1513835
29/06/2018,715.3635769,804.0086434,823.4542653
30/06/2018,715.9950888,802.7288084,821.6893091
01/07/2018,717.9760688,803.6377848,822.568387
02/07/2018,716.4358779,804.7830343,822.8886931
03/07/2018,715.676187,803.4987858,822.0557606
04/07/2018,719.1122242,803.02365,822.4306453
05/07/2018,717.7950914,805.233811,825.6115709
06/07/2018,717.9540256,804.068203,824.5435779
07/07/2018,717.9869646,804.8340262,824.3177189
08/07/2018,718.1405425,804.7171954,825.4048622
09/07/2018,720.5425215,804.1721496,826.2073952
10/07/2018,721.4500081,805.7438259,827.3005336
11/07/2018,724.4180245,806.2555099,827.4681235
12/07/2018,730.7540313,807.7767185,829.4673978
13/07/2018,727.6513877,811.7263496,832.7192476
14/07/2018,725.1568467,809.236098,831.366938
15/07/2018,724.3468547,808.2640007,828.8219635
16/07/2018,722.4371029,807.255275,828.4590284
17/07/2018,724.225341,806.0390892,827.1623451
18/07/2018,724.2214247,807.3618959,826.5326572
