time,Skytech Microelectronics Ltd.,Silicon Innovations Corporation,NexGen Microsystems GmbH
27/02/2017,591.6540392,808.2088718,814.879157
28/02/2017,595.8897415,807.9235367,817.4893677
01/03/2017,593.1794816,806.4548858,823.5152119
02/03/2017,582.3949271,807.5089653,817.3767209
03/03/2017,579.3746708,795.1326804,810.0452971
04/03/2017,602.030074,791.5478559,809.2913502
05/03/2017,602.0365992,805.0281899,826.8393373
06/03/2017,606.7358745,808.2861275,831.1847631
07/03/2017,625.8601478,810.4422189,832.8584222
08/03/2017,633.3596208,833.397664,845.7148832
09/03/2017,638.3903928,844.9379478,849.1631865
10/03/2017,637.3323246,854.446929,855.5661612
11/03/2017,635.059792,858.5730606,858.8808707
12/03/2017,646.3272228,859.4806043,860.2643525
13/03/2017,643.7453157,868.4150321,868.1459803
14/03/2017,638.2148667,867.9570564,866.8567837
15/03/2017,640.8243801,861.9878569,857.2835849
16/03/2017,636.4248436,864.1075846,855.1394868
17/03/2017,633.6927276,861.115005,852.8496353
18/03/2017,619.1654075,853.7547991,854.4571627
19/03/2017,617.8409215,843.8630355,840.202025
20/03/2017,607.2758772,847.8555033,841.3623268
21/03/2017,614.6149952,833.2045249,833.7629178
22/03/2017,618.3463712,835.8467007,838.0551094
23/03/2017,605.5328722,833.1272337,844.579956
24/03/2017,596.6130184,829.2797511,840.9406768
25/03/2017,604.2642196,826.2814602,834.231516
26/03/2017,605.8877435,831.5928217,836.0457931
27/03/2017,615.0736964,831.8549397,836.7803638
28/03/2017,624.7845953,843.3229916,843.4022113
29/03/2017,622.3321744,855.7761575,854.9937579
30/03/2017,645.1746595,856.4259654,853.7553569
31/03/2017,652.005719,872.9115497,862.3627069
01/04/2017,656.2694547,871.6897292,869.9444763
02/04/2017,644.5246949,877.2128877,868.336417
03/04/2017,647.2884455,862.194745,862.9821432
04/04/2017,645.4228131,866.3432005,864.6421425
05/04/2017,653.0688941,864.9239771,866.2956884
06/04/2017,643.2941177,873.0166012,869.3209004
07/04/2017,636.025818,866.4246218,861.519333
08/04/2017,633.9359452,863.7603286,858.4885923
09/04/2017,633.3604761,865.9764993,855.7580744
10/04/2017,624.6098488,867.274643,851.6720473
11/04/2017,617.0232106,863.9474729,846.9240047
12/04/2017,615.3987482,859.1699277,844.1424487
13/04/2017,621.1446194,861.3904752,845.3849459
14/04/2017,618.7380732,864.3210772,850.2406584
15/04/2017,612.8366512,862.8154645,846.5487647
16/04/2017,626.9649684,859.3127344,841.8790757
17/04/2017,635.1058144,868.5142061,848.0594708
18/04/2017,632.3081782,876.4777839,850.1818601
19/04/2017,625.8946395,876.7673718,854.9637547
20/04/2017,621.5002341,879.8978277,853.3358089
21/04/2017,623.7220616,879.1283323,848.1885528
22/04/2017,625.1620301,885.5282555,850.4960709
23/04/2017,628.8583197,891.4090655,852.3860983
24/04/2017,626.0250099,899.7208258,854.8874523
25/04/2017,615.665404,896.866819,856.8337453
26/04/2017,610.8395793,892.4896702,851.1179123
27/04/2017,612.4918823,888.0736108,852.2531506
28/04/2017,607.0206139,887.4482722,852.8366944
29/04/2017,596.7726143,882.5361998,852.8177613
30/04/2017,596.6334387,876.3814288,848.2227388
01/05/2017,593.6057997,873.9828425,848.0137157
02/05/2017,589.6238806,871.1308501,847.0969505
03/05/2017,598.4971513,871.7725386,847.6240082
04/05/2017,597.3642079,881.6867195,850.5899255
05/05/2017,580.106523,877.3457471,849.8972077
06/05/2017,583.0323043,863.3882253,835.5542863
07/05/2017,569.6848489,859.6499254,835.1631148
08/05/2017,558.9287303,859.6189909,830.1593133
09/05/2017,549.9493405,860.5130167,822.5753027
10/05/2017,557.9829751,854.677995,814.9157307
11/05/2017,551.954899,859.5734673,818.7109743
12/05/2017,560.1849674,857.6591654,816.021322
13/05/2017,561.463652,863.4300402,825.6667513
14/05/2017,556.8236667,863.234606,824.805445
15/05/2017,559.9011372,858.2099643,824.1860151
16/05/2017,567.2963662,863.6205372,826.8050374
17/05/2017,549.8249451,867.351768,832.2955912
18/05/2017,557.1167266,857.7108904,818.9113282
19/05/2017,541.7592561,866.7143222,820.1038457
20/05/2017,544.3904974,856.1080116,807.358912
21/05/2017,548.0492391,859.1809472,802.79654
22/05/2017,547.8511416,863.1714008,800.7275995
23/05/2017,540.4756154,859.4754596,799.1603073
24/05/2017,542.1757995,849.9153297,796.545808
25/05/2017,535.6385737,854.2314619,797.6276813
26/05/2017,547.1360864,856.6009714,792.4004446
27/05/2017,547.3537323,861.2242463,797.1001548
28/05/2017,533.1069507,858.9770376,799.1840669
29/05/2017,544.75183,847.3277443,791.8177647
30/05/2017,560.4980958,857.7023543,804.0838028
31/05/2017,573.5812037,865.4101804,810.8470176
01/06/2017,564.832069,875.6618395,816.1375035
02/06/2017,565.1127227,872.625799,807.8594597
03/06/2017,573.6591815,876.7867982,808.361503
04/06/2017,551.5101256,883.4016814,812.2359305
05/06/2017,551.0276986,870.4545011,801.6312957
06/06/2017,562.8733056,865.432807,799.3661375
07/06/2017,581.7860304,868.8247413,803.5823014
08/06/2017,578.3149524,879.1076593,818.9460107
09/06/2017,584.1683596,874.5813878,816.2823992
10/06/2017,586.5777873,878.3177005,820.8430958
11/06/2017,578.1332285,872.2424307,820.5154361
12/06/2017,585.4650828,866.8314679,812.872513
13/06/2017,608.203755,872.9102677,817.4560437
14/06/2017,612.9616348,886.8061183,833.9694107
15/06/2017,621.6958836,889.7886033,833.6057335
16/06/2017,618.3153936,898.0228472,842.1331533
17/06/2017,604.5253503,897.0994807,840.4697919
18/06/2017,617.4863053,888.6910685,830.4823276
19/06/2017,620.0959265,902.1332328,841.1521352
20/06/2017,606.6000858,910.5189723,844.0029774
21/06/2017,625.2756272,896.5915488,832.7467235
22/06/2017,631.5266337,900.3159806,846.6217606
23/06/2017,628.098624,899.4026326,847.024058
24/06/2017,621.0596396,899.5117855,841.9674867
25/06/2017,617.5208063,891.3526476,835.5185734
26/06/2017,617.9432855,891.5704967,832.4295913
27/06/2017,624.2179944,897.1004033,833.2381703
28/06/2017,634.272445,902.2040147,837.7954392
29/06/2017,640.7334402,904.3465506,844.0965418
30/06/2017,642.6789857,910.8225455,853.8450512
01/07/2017,636.5458999,910.7080718,857.8687633
02/07/2017,640.0348171,902.4240548,850.2790533
03/07/2017,638.8703865,906.2419235,851.4272441
04/07/2017,633.0304804,914.6193884,847.3191976
05/07/2017,632.5550453,911.5918104,843.9723846
06/07/2017,632.7864463,911.2507751,845.5048599
07/07/2017,612.8849703,911.9792641,846.8619668
08/07/2017,596.5361346,895.0380784,830.7780226
09/07/2017,592.9436235,886.0266064,820.8619683
10/07/2017,604.1843175,880.5570315,817.6980245
11/07/2017,615.4201604,886.4497512,821.9311049
12/07/2017,614.1599151,897.7764207,828.78717
13/07/2017,609.4954741,902.2841935,827.3492409
14/07/2017,612.3772564,898.9583386,827.5267272
15/07/2017,615.5270681,902.0652129,833.4212882
16/07/2017,614.9483878,906.206549,836.3390465
17/07/2017,623.5948618,904.9592015,829.5103599
18/07/2017,623.8805808,913.997107,834.8285624
19/07/2017,625.6768555,912.9623552,836.9889929
20/07/2017,626.8918074,913.4144433,840.9281877
21/07/2017,632.7320174,916.9636445,842.4555199
22/07/2017,641.6924506,920.1666922,846.382849
23/07/2017,641.0068423,927.1816296,850.992638
24/07/2017,639.925518,927.0924927,852.4872002
25/07/2017,623.6878826,925.8582338,858.7023704
26/07/2017,630.70795,911.7739616,849.6491099
27/07/2017,625.6684469,918.4938762,853.5613999
28/07/2017,646.0599375,915.6289769,846.3667945
29/07/2017,639.8904148,934.5369974,861.4952763
30/07/2017,638.6250726,928.0827004,857.8517671
31/07/2017,647.591906,925.9715018,855.5198809
01/08/2017,654.0404089,932.1155337,864.3434655
02/08/2017,643.2128419,937.0953701,866.9988501
03/08/2017,645.8656891,927.9189384,864.7162882
04/08/2017,647.1745132,929.4771917,862.2112265
05/08/2017,643.4389483,930.2806486,860.6771805
06/08/2017,643.9395591,931.182811,859.477723
07/08/2017,646.7878101,933.591478,856.9032608
08/08/2017,641.9054931,937.0339439,854.8017637
09/08/2017,645.7214111,934.3603955,854.0269913
10/08/2017,635.2861191,941.5205059,859.1658745
11/08/2017,642.0113158,933.0785347,855.0394759
12/08/2017,645.2273031,941.9980365,857.5360337
13/08/2017,640.1571426,945.1442393,860.8797673
14/08/2017,643.7842748,940.6235667,859.0827805
15/08/2017,654.2457056,944.9744688,859.3434421
16/08/2017,653.6271263,953.25282,868.4812651
17/08/2017,670.5350767,951.8335996,874.1931645
18/08/2017,657.3983829,961.9149285,889.2675608
19/08/2017,670.3710684,952.4965764,881.7914804
20/08/2017,678.7976917,955.5846889,890.7980548
21/08/2017,669.9188998,961.8272394,892.3492083
22/08/2017,668.7796066,952.8647595,883.7362217
23/08/2017,668.0988576,948.3536976,884.9621246
24/08/2017,673.4023633,953.137041,885.3678771
25/08/2017,657.8313127,960.3108719,893.3981958
26/08/2017,651.7972212,952.9010739,880.4136177
27/08/2017,638.6369843,951.7040717,877.3598913
28/08/2017,638.5313297,948.3171919,872.2657201
29/08/2017,650.7712637,948.4952636,871.2998639
30/08/2017,646.7194346,952.3865821,881.1550116
31/08/2017,645.2398654,948.1094346,873.0393731
01/09/2017,655.921115,947.5739215,873.2256435
02/09/2017,662.22837,952.1464181,881.2465275
03/09/2017,672.8272357,953.8344323,883.8877047
04/09/2017,694.8953624,961.1240976,886.6368099
05/09/2017,683.5180652,978.6219116,901.2718625
06/09/2017,682.7909278,966.5020737,893.3657783
07/09/2017,679.1663722,968.6222609,892.2553885
08/09/2017,686.8402317,963.7809417,889.3317251
09/09/2017,685.2432098,965.6276796,900.9463891
10/09/2017,689.7494009,965.5238404,897.2988712
11/09/2017,699.7516388,971.6173037,898.9226872
12/09/2017,715.3088919,979.2917337,913.698596
13/09/2017,707.0696272,985.6022828,923.7034275
14/09/2017,712.1945003,978.9055554,918.338327
15/09/2017,709.0497808,980.9328537,925.991869
16/09/2017,713.8251424,978.0052809,929.8253596
17/09/2017,714.4333078,978.2227083,932.500951
18/09/2017,705.717823,977.95712,925.941129
19/09/2017,697.5094596,970.0713466,924.6360244
20/09/2017,705.2304388,968.1293403,920.9317434
21/09/2017,718.6676157,971.755271,927.472388
22/09/2017,713.7764829,978.3942726,933.7758717
23/09/2017,715.3231975,976.3032601,930.5943462
24/09/2017,716.0417123,978.7857862,928.9304113
25/09/2017,729.621308,979.0532478,932.3519837
26/09/2017,721.090503,993.9495598,937.5201841
27/09/2017,723.8082283,989.1680791,930.9406752
28/09/2017,714.1381888,988.0873816,935.4741512
29/09/2017,733.1044655,982.4309161,927.8506423
30/09/2017,726.8268804,995.1217035,941.9506329
01/10/2017,743.5898773,993.0412044,940.2221634
02/10/2017,756.3073228,1007.458223,951.5261326
03/10/2017,754.401552,1018.904134,964.7338459
04/10/2017,753.6033196,1017.054574,961.1232383
05/10/2017,755.5724499,1015.565415,963.7307153
06/10/2017,754.8390202,1026.12821,958.4908517
07/10/2017,753.6328734,1024.197346,963.620572
08/10/2017,762.8659083,1023.980702,964.3147625
09/10/2017,751.9046925,1029.25635,974.6064671
10/10/2017,774.4245638,1020.203998,970.8822897
11/10/2017,784.584214,1037.81178,986.1588071
12/10/2017,783.2534534,1044.204235,991.8170031
13/10/2017,799.7747544,1040.027983,993.3706407
14/10/2017,799.879159,1049.339472,1001.259241
15/10/2017,793.9208704,1048.132848,1005.652903
16/10/2017,809.1666034,1042.768548,1002.896637
17/10/2017,798.8478982,1052.876195,1014.880018
18/10/2017,808.0480298,1042.094469,1005.062675
19/10/2017,814.1651094,1052.772906,1011.751095
20/10/2017,815.7065647,1055.98659,1013.880241
21/10/2017,828.8660095,1057.342153,1011.844994
22/10/2017,834.7846545,1069.801368,1017.770053
23/10/2017,831.7384509,1073.886321,1026.90216
24/10/2017,826.1928498,1068.345242,1026.649383
25/10/2017,811.7438747,1063.110701,1021.438966
26/10/2017,818.1563648,1053.603838,1013.417771
27/10/2017,829.1844624,1056.316934,1018.957807
28/10/2017,839.5602652,1071.589391,1027.557864
29/10/2017,840.3562105,1082.101268,1034.323306
30/10/2017,838.4489307,1085.596743,1033.015185
31/10/2017,844.1995419,1086.810434,1027.745953
01/11/2017,835.8204847,1086.810976,1031.536366
02/11/2017,846.7624244,1084.07278,1025.094471
03/11/2017,837.9454701,1091.905198,1029.818601
04/11/2017,832.2111252,1086.343502,1021.520161
05/11/2017,824.6827518,1085.294654,1021.01069
06/11/2017,824.1432733,1081.723233,1018.117909
07/11/2017,826.7885065,1081.48409,1020.397249
08/11/2017,818.4188648,1085.420342,1017.009023
09/11/2017,819.5973172,1078.630902,1011.200231
10/11/2017,813.0670619,1076.060204,1011.914421
11/11/2017,820.1631016,1071.753321,1010.768757
12/11/2017,833.650732,1079.404758,1018.816816
13/11/2017,823.8430124,1088.11817,1026.509116
14/11/2017,809.9504857,1082.138515,1023.413449
15/11/2017,817.2456181,1071.176385,1014.663476
16/11/2017,829.3990884,1074.217219,1024.414796
17/11/2017,843.6577453,1083.834071,1033.954561
18/11/2017,822.220375,1098.794613,1042.025147
19/11/2017,817.7617142,1089.16255,1029.191079
20/11/2017,812.8515975,1086.335103,1027.977901
21/11/2017,817.2049666,1078.103936,1023.962286
22/11/2017,820.6162729,1078.70329,1026.416991
23/11/2017,817.4873189,1084.666311,1028.181769
24/11/2017,830.7502285,1085.434601,1024.824624
25/11/2017,818.1925274,1093.189105,1034.794845
26/11/2017,822.9193108,1083.430773,1029.289714
27/11/2017,802.3161949,1086.080543,1034.273031
28/11/2017,792.600854,1072.088467,1022.924002
29/11/2017,795.9695019,1064.028973,1013.270837
30/11/2017,790.3069257,1068.185393,1017.414084
01/12/2017,801.0313117,1058.257059,1011.060005
02/12/2017,802.7114864,1062.594271,1017.303387
03/12/2017,803.7451929,1062.428074,1017.986527
04/12/2017,781.066447,1061.566679,1020.765446
05/12/2017,799.7240361,1045.900214,1004.822563
06/12/2017,813.0849887,1056.101121,1014.649665
07/12/2017,823.5299219,1064.450826,1026.071655
08/12/2017,826.1001767,1068.945728,1034.622234
09/12/2017,820.4307479,1075.729006,1033.302197
10/12/2017,824.4578016,1071.653833,1031.52476
11/12/2017,844.1367855,1077.333744,1035.588617
12/12/2017,845.7827625,1088.028461,1045.215219
13/12/2017,835.8752771,1089.082248,1047.940642
14/12/2017,833.7785089,1081.346794,1045.579376
15/12/2017,830.1061054,1078.881379,1041.253739
16/12/2017,825.9569838,1078.25152,1041.166393
17/12/2017,817.7860037,1073.818583,1040.213375
18/12/2017,825.2761143,1066.532072,1040.054323
19/12/2017,832.8180018,1070.95917,1046.671527
20/12/2017,825.3822963,1076.687976,1047.59366
21/12/2017,843.7275632,1069.518589,1044.75484
22/12/2017,848.5504997,1083.002116,1053.665139
23/12/2017,842.7525615,1083.202906,1058.068516
24/12/2017,844.1225439,1078.67118,1053.63451
25/12/2017,834.6549714,1077.982696,1054.221215
26/12/2017,831.9686189,1075.393228,1046.9625
27/12/2017,820.1958328,1078.556576,1045.023638
28/12/2017,817.2867253,1073.495038,1035.818118
29/12/2017,804.4459854,1072.812336,1033.536886
30/12/2017,789.1009183,1067.677096,1027.283443
31/12/2017,781.4356791,1059.277085,1015.820472
01/01/2018,778.0501952,1050.727097,1007.995763
02/01/2018,784.0630298,1045.284991,1016.241404
03/01/2018,798.3599157,1046.847461,1018.151787
04/01/2018,790.3209415,1061.733996,1024.731841
05/01/2018,781.3378176,1055.216353,1011.495639
06/01/2018,788.2087979,1049.9557,1002.493329
07/01/2018,791.737495,1051.430984,1008.961678
08/01/2018,792.0969723,1055.840982,1005.604765
09/01/2018,787.286661,1056.396074,1010.473289
10/01/2018,777.3614921,1053.742833,1009.937448
11/01/2018,794.4025253,1047.308434,1008.275083
12/01/2018,803.0250293,1062.287225,1018.084418
13/01/2018,811.4791082,1066.732255,1025.978766
14/01/2018,820.9631095,1071.516056,1033.588358
15/01/2018,825.7303917,1077.628326,1038.374649
16/01/2018,819.8836829,1080.333598,1045.070825
17/01/2018,818.1792566,1082.483949,1041.826142
18/01/2018,813.6484696,1081.435905,1038.056434
19/01/2018,825.1413025,1080.370813,1036.838752
20/01/2018,833.722009,1088.276603,1044.883385
21/01/2018,834.3795493,1096.390439,1052.618748
22/01/2018,838.2871316,1094.245238,1055.782817
23/01/2018,836.6684013,1097.096385,1055.317421
24/01/2018,823.7066931,1097.698373,1051.634188
25/01/2018,836.8352265,1091.118205,1045.616431
26/01/2018,837.6436356,1103.435826,1057.209913
27/01/2018,843.2516926,1097.911423,1056.821034
28/01/2018,848.2477005,1102.122663,1059.99371
29/01/2018,862.978894,1107.885035,1064.471305
30/01/2018,869.0482259,1119.516264,1072.515627
31/01/2018,872.4378375,1123.509804,1078.794995
01/02/2018,876.1180982,1121.051682,1078.635865
02/02/2018,881.8472135,1124.395923,1078.683168
03/02/2018,896.9071508,1131.245518,1079.291298
04/02/2018,873.6583728,1144.860275,1087.008812
05/02/2018,875.1470359,1131.570445,1069.42249
06/02/2018,884.9357018,1135.127978,1071.504281
07/02/2018,883.5104986,1141.130363,1074.38708
08/02/2018,882.4507816,1141.108437,1070.968397
09/02/2018,879.7029785,1139.796126,1072.672138
10/02/2018,874.991657,1134.954914,1065.03643
11/02/2018,873.0142851,1137.57912,1061.632088
12/02/2018,875.9918211,1133.123868,1058.998166
13/02/2018,854.8567526,1130.254776,1064.648649
14/02/2018,853.4596762,1116.523334,1054.278703
15/02/2018,860.1145467,1108.673699,1057.274838
16/02/2018,850.9785666,1110.879221,1057.390816
17/02/2018,852.3478105,1105.581589,1049.768764
18/02/2018,857.2801031,1101.773918,1052.511869
19/02/2018,864.7334991,1102.43823,1053.633716
20/02/2018,855.9822359,1107.020334,1057.412121
21/02/2018,853.3874131,1097.720532,1056.150671
22/02/2018,836.3923654,1095.158551,1050.828007
23/02/2018,835.4773586,1084.2235,1045.089875
24/02/2018,840.6858221,1083.173995,1044.01385
25/02/2018,848.1252793,1091.373225,1044.572488
26/02/2018,834.7858485,1103.678347,1048.244964
27/02/2018,837.9741427,1097.528753,1048.90558
28/02/2018,849.8063118,1103.106418,1048.822516
01/03/2018,854.744259,1108.424888,1057.242584
02/03/2018,855.2534435,1115.380852,1059.587805
03/03/2018,857.9021446,1119.757571,1060.317511
04/03/2018,854.4584293,1121.040472,1064.848682
05/03/2018,866.1205335,1117.535623,1064.94861
06/03/2018,874.753636,1123.539738,1069.925776
07/03/2018,882.8874083,1129.768446,1073.155587
08/03/2018,888.8528163,1136.994117,1076.646246
09/03/2018,902.2810342,1141.626346,1085.097753
10/03/2018,897.5381162,1152.889537,1098.067562
11/03/2018,896.0897542,1145.667198,1097.163287
12/03/2018,890.0513249,1148.750934,1095.447364
13/03/2018,891.6043958,1143.241871,1087.738462
14/03/2018,888.0427145,1144.630039,1086.901769
15/03/2018,887.829996,1140.807926,1080.686756
16/03/2018,881.1733488,1141.639011,1080.775722
17/03/2018,886.1128636,1141.877583,1076.073444
18/03/2018,888.500005,1145.671546,1080.265296
19/03/2018,893.9080647,1147.678275,1086.761067
20/03/2018,891.5099433,1153.97652,1095.076356
21/03/2018,901.8375119,1151.85574,1094.438807
22/03/2018,903.5001781,1153.397611,1103.627952
23/03/2018,905.6729095,1150.9075,1101.250845
24/03/2018,891.3607567,1157.29944,1104.412583
25/03/2018,890.7373926,1146.464755,1095.510318
26/03/2018,881.4110722,1148.866183,1093.736822
27/03/2018,902.1450682,1142.411679,1084.083461
28/03/2018,906.7862885,1156.890206,1096.108344
29/03/2018,905.8276311,1159.523039,1100.595539
30/03/2018,894.1118899,1161.684554,1100.231493
31/03/2018,908.5189657,1158.233544,1095.224305
01/04/2018,896.613722,1164.736695,1100.393783
02/04/2018,893.1685393,1156.767779,1095.479268
03/04/2018,905.2319201,1152.593324,1095.777355
04/04/2018,903.7957248,1163.780177,1105.503939
05/04/2018,905.2414949,1166.74373,1103.988984
06/04/2018,893.1417535,1166.423502,1105.372888
07/04/2018,907.6862203,1158.638088,1095.324509
08/04/2018,907.6608066,1171.362273,1102.561254
09/04/2018,907.3786697,1170.722721,1106.162109
10/04/2018,910.9148088,1169.389289,1102.408321
11/04/2018,898.3849962,1173.86423,1104.462529
12/04/2018,898.8959869,1165.366581,1097.221417
13/04/2018,890.0915696,1168.065157,1097.964345
14/04/2018,890.2030858,1160.185125,1094.461518
15/04/2018,889.7408298,1164.229916,1095.274709
16/04/2018,888.8655393,1163.851259,1094.087423
17/04/2018,883.4881558,1168.692406,1090.365229
18/04/2018,873.6613092,1165.106776,1085.290824
19/04/2018,867.3047761,1158.006424,1080.847422
20/04/2018,872.1374201,1155.825145,1076.401597
21/04/2018,863.7669203,1156.465307,1076.633483
22/04/2018,860.2198789,1152.064524,1065.90283
23/04/2018,857.4375294,1149.953392,1063.769152
24/04/2018,850.1370568,1146.242772,1065.377276
25/04/2018,849.6070035,1140.631476,1059.990961
26/04/2018,850.3791773,1139.165724,1060.976197
27/04/2018,851.5138942,1139.580302,1063.724283
28/04/2018,849.4975226,1144.665246,1067.60515
29/04/2018,858.1898407,1141.087936,1066.162256
30/04/2018,861.0611536,1144.087379,1071.927303
01/05/2018,875.0219721,1143.987222,1076.970473
02/05/2018,884.552804,1154.430236,1087.029358
03/05/2018,874.7224819,1156.763847,1089.980347
04/05/2018,878.186317,1152.694721,1083.558591
05/05/2018,882.0731324,1155.371856,1087.374482
06/05/2018,883.0205044,1162.654045,1091.553388
07/05/2018,892.4014451,1162.099808,1095.901509
08/05/2018,918.0009641,1167.404646,1098.793508
09/05/2018,920.5424611,1185.675759,1112.836556
10/05/2018,911.6801358,1183.812699,1117.331646
11/05/2018,920.6354989,1177.90836,1114.917854
12/05/2018,932.8759481,1182.32384,1125.06594
13/05/2018,916.6893599,1193.760078,1135.162618
14/05/2018,925.639583,1180.271864,1128.14408
15/05/2018,936.337503,1183.779535,1134.392719
16/05/2018,932.7685782,1197.09111,1140.957449
17/05/2018,931.6727391,1195.780811,1138.690726
18/05/2018,930.3302576,1192.147624,1136.094546
19/05/2018,928.8042169,1191.752676,1138.202181
20/05/2018,936.6678008,1182.623754,1137.92796
21/05/2018,950.6560918,1185.349011,1148.522739
22/05/2018,949.0821467,1195.231242,1157.25345
23/05/2018,951.6084396,1197.749754,1160.005997
24/05/2018,954.5036393,1201.875609,1164.966209
25/05/2018,931.3967492,1202.976823,1164.433796
26/05/2018,942.8769809,1190.658013,1149.200056
27/05/2018,946.5785804,1194.03083,1155.73448
28/05/2018,943.1473428,1196.693784,1160.926077
29/05/2018,946.8504938,1194.905581,1164.842164
30/05/2018,950.6478168,1198.811228,1170.395222
31/05/2018,929.5677252,1197.72727,1168.222488
01/06/2018,922.9295727,1186.141483,1159.080568
02/06/2018,927.061086,1188.336206,1153.396117
03/06/2018,912.218341,1191.562401,1156.968326
04/06/2018,908.1489402,1181.06362,1140.831689
05/06/2018,917.3782034,1181.462134,1133.391848
06/06/2018,919.0331254,1189.321597,1139.828945
07/06/2018,932.2827819,1187.40765,1141.507827
08/06/2018,905.9110076,1196.022127,1148.508137
09/06/2018,892.2424964,1176.929089,1133.101655
10/06/2018,874.1671448,1174.819752,1127.56028
11/06/2018,863.8286648,1166.089462,1113.545064
12/06/2018,867.5197598,1159.613982,1101.692156
13/06/2018,874.7304291,1163.838307,1100.80932
14/06/2018,883.5130285,1168.514528,1103.768101
15/06/2018,885.6400981,1174.089067,1113.106994
16/06/2018,889.2173681,1175.040626,1111.657593
17/06/2018,888.9682683,1177.314989,1112.361036
18/06/2018,908.5160191,1178.393812,1108.17005
19/06/2018,903.1981263,1190.04943,1115.54491
20/06/2018,880.2595165,1188.500945,1116.583346
21/06/2018,896.8410063,1175.615215,1102.486208
22/06/2018,913.4391545,1186.957568,1114.730681
23/06/2018,918.6209529,1199.005286,1131.012715
24/06/2018,923.1817979,1199.161479,1131.9311
25/06/2018,932.86763,1198.484899,1137.212972
26/06/2018,928.8463288,1200.962492,1144.085869
27/06/2018,914.6203106,1196.17909,1136.239948
28/06/2018,908.5644903,1182.484639,1132.421761
29/06/2018,913.1937511,1181.301805,1131.455421
30/06/2018,905.3609275,1189.979971,1133.787996
01/07/2018,904.4532967,1183.899419,1131.914152
02/07/2018,911.1633773,1179.409904,1129.830604
03/07/2018,917.2279802,1185.476055,1134.867604
04/07/2018,917.2666376,1192.689502,1134.335513
05/07/2018,907.0286053,1193.939257,1138.56346
06/07/2018,916.9070092,1185.340111,1135.203393
07/07/2018,912.4941808,1185.9239,1143.496496
08/07/2018,925.7731922,1186.054075,1138.494159
09/07/2018,923.4138327,1198.869299,1150.103857
10/07/2018,932.4610215,1195.389188,1147.733835
11/07/2018,923.2564405,1207.901284,1152.003319
12/07/2018,937.2354758,1195.180814,1147.849305
13/07/2018,944.6833058,1209.396008,1156.404608
14/07/2018,937.5449571,1213.801649,1159.591402
