time,Rising Sun Aluminum,Fjordlight Aluminum,RhineMetal Aluminum
08/05/2017,1782.368266,1998.580375,1872.417746
09/05/2017,1781.879495,1999.709884,1875.959888
10/05/2017,1780.178389,2000.589093,1878.979054
11/05/2017,1775.163599,2001.669325,1879.662802
12/05/2017,1774.644848,1995.346098,1875.951592
13/05/2017,1773.919907,1994.570781,1872.672989
14/05/2017,1780.814707,1992.51588,1870.911759
15/05/2017,1785.839266,1998.563675,1876.184512
16/05/2017,1787.371295,2000.52992,1880.124123
17/05/2017,1790.327817,1999.248312,1877.141955
18/05/2017,1795.369654,2001.756039,1880.276906
19/05/2017,1798.637155,2006.531035,1884.88034
20/05/2017,1799.827978,2009.663377,1889.397491
21/05/2017,1805.918988,2011.730312,1894.006325
22/05/2017,1806.951463,2020.227261,1895.621931
23/05/2017,1805.953324,2018.573104,1895.107203
24/05/2017,1803.398775,2019.027663,1897.097831
25/05/2017,1806.214254,2015.380549,1895.194939
26/05/2017,1805.919416,2017.138108,1899.788891
27/05/2017,1807.137355,2015.571569,1901.785505
28/05/2017,1809.008619,2014.6343,1900.399745
29/05/2017,1808.325301,2015.904966,1903.572561
30/05/2017,1806.534184,2016.065298,1905.021459
31/05/2017,1809.095758,2012.150918,1905.729055
01/06/2017,1810.471873,2017.269777,1907.102826
02/06/2017,1810.47461,2021.477547,1913.359648
03/06/2017,1807.473957,2023.606152,1912.76125
04/06/2017,1810.119465,2022.201015,1911.948819
05/06/2017,1811.296473,2018.450766,1912.037053
06/06/2017,1811.949389,2021.35217,1914.936234
07/06/2017,1812.88758,2021.291897,1914.010315
08/06/2017,1808.2807,2021.449537,1918.177432
09/06/2017,1810.034426,2018.801873,1917.060511
10/06/2017,1808.175393,2017.560638,1922.061216
11/06/2017,1809.585578,2013.904378,1922.411238
12/06/2017,1810.33372,2016.676701,1925.225066
13/06/2017,1813.340364,2015.497926,1932.615126
14/06/2017,1812.683983,2018.329535,1937.192484
15/06/2017,1815.114088,2020.755548,1938.605733
16/06/2017,1820.2334,2027.05816,1938.603394
17/06/2017,1818.844863,2032.583378,1941.828903
18/06/2017,1820.731986,2031.083325,1935.502686
19/06/2017,1821.089828,2031.944526,1937.593777
20/06/2017,1826.257142,2029.331918,1936.394217
21/06/2017,1830.850854,2034.757126,1936.913015
22/06/2017,1828.664055,2037.997675,1939.001672
23/06/2017,1826.40155,2035.344841,1936.955431
24/06/2017,1828.692283,2031.404942,1935.45277
25/06/2017,1830.522922,2034.662092,1933.955796
26/06/2017,1829.245376,2035.103711,1936.944699
27/06/2017,1829.518732,2034.931632,1939.64583
28/06/2017,1832.020057,2037.358277,1941.391223
29/06/2017,1830.164969,2034.186075,1940.565425
30/06/2017,1831.374632,2033.337319,1941.206004
01/07/2017,1832.194209,2036.305081,1941.601447
02/07/2017,1829.917967,2037.911796,1942.463741
03/07/2017,1833.843166,2033.786404,1941.243528
04/07/2017,1831.662996,2034.084894,1940.374626
05/07/2017,1833.156659,2031.735082,1940.635745
06/07/2017,1831.025406,2032.761638,1944.506597
07/07/2017,1829.104152,2034.840382,1940.018729
08/07/2017,1828.018194,2034.398162,1936.193071
09/07/2017,1826.336515,2030.049603,1936.631013
10/07/2017,1826.725836,2028.408759,1935.067249
11/07/2017,1827.440468,2026.443292,1930.193361
12/07/2017,1827.053412,2026.974788,1932.45978
13/07/2017,1828.313638,2029.756552,1932.69456
14/07/2017,1831.60223,2028.892758,1933.838124
15/07/2017,1828.302507,2029.305748,1935.488437
16/07/2017,1828.63095,2026.806369,1935.177228
17/07/2017,1827.998795,2023.177246,1938.272163
18/07/2017,1830.000204,2021.424792,1938.452103
19/07/2017,1830.635633,2025.019888,1938.336771
20/07/2017,1832.589423,2025.471776,1939.56607
21/07/2017,1832.232585,2026.650265,1941.300443
22/07/2017,1830.631413,2028.752889,1938.873587
23/07/2017,1836.649083,2028.566979,1934.821161
24/07/2017,1835.721801,2034.097262,1935.237997
25/07/2017,1833.448356,2029.23164,1932.268646
26/07/2017,1830.376763,2027.543682,1930.897611
27/07/2017,1827.248371,2026.5139,1931.462579
28/07/2017,1826.256334,2028.434389,1925.47005
29/07/2017,1824.539173,2027.250056,1921.620202
30/07/2017,1823.503693,2024.551414,1921.246284
31/07/2017,1821.260452,2019.231808,1921.316703
01/08/2017,1821.51088,2019.603198,1921.080841
02/08/2017,1818.858781,2019.382118,1919.660439
03/08/2017,1820.654695,2013.751294,1919.05455
04/08/2017,1819.140286,2013.07228,1922.261533
05/08/2017,1818.441836,2014.291658,1919.998878
06/08/2017,1817.210549,2011.706126,1919.745641
07/08/2017,1816.739431,2007.770109,1921.500237
08/08/2017,1814.10742,2009.256569,1920.944759
09/08/2017,1813.639636,2009.17266,1918.239147
10/08/2017,1809.539958,2008.537896,1916.674562
11/08/2017,1808.205583,2002.294689,1914.050327
12/08/2017,1803.744567,2003.726824,1912.915168
13/08/2017,1804.837486,1999.552726,1908.362936
14/08/2017,1802.1683,1997.731315,1909.886562
15/08/2017,1799.744319,1997.410716,1909.237607
16/08/2017,1799.885309,1992.772336,1905.652563
17/08/2017,1791.592776,1990.714427,1906.748893
18/08/2017,1796.025444,1986.335339,1900.342255
19/08/2017,1793.613379,1986.708378,1900.037675
20/08/2017,1792.717207,1982.408227,1898.959596
21/08/2017,1792.85774,1983.595508,1897.653556
22/08/2017,1790.838676,1984.460898,1892.430112
23/08/2017,1788.407896,1984.432349,1890.776026
24/08/2017,1785.630847,1984.04023,1885.853437
25/08/2017,1786.775922,1979.960847,1881.742375
26/08/2017,1784.026443,1982.078039,1881.708855
27/08/2017,1780.475502,1975.757766,1879.483001
28/08/2017,1782.968455,1969.132314,1880.180661
29/08/2017,1781.410537,1970.186745,1885.370053
30/08/2017,1779.640317,1966.125246,1886.13899
31/08/2017,1777.599337,1965.956156,1882.346543
01/09/2017,1779.917429,1964.270768,1879.1025
02/09/2017,1776.343456,1966.340534,1880.286335
03/09/2017,1775.777756,1969.619019,1878.46868
04/09/2017,1774.941527,1969.334875,1880.855165
05/09/2017,1772.104208,1969.322131,1881.199243
06/09/2017,1775.602111,1964.676925,1879.492594
07/09/2017,1769.526305,1969.043195,1879.661121
08/09/2017,1768.163596,1964.831113,1874.365703
09/09/2017,1766.319239,1964.132544,1872.001231
10/09/2017,1762.800784,1962.061926,1869.76102
11/09/2017,1763.597104,1959.137728,1866.190772
12/09/2017,1766.152449,1957.706158,1864.548257
13/09/2017,1763.877009,1957.245115,1865.945863
14/09/2017,1756.278243,1959.671734,1863.458055
15/09/2017,1756.086673,1956.851674,1860.633689
16/09/2017,1754.660143,1957.047495,1858.75031
17/09/2017,1755.095024,1956.739274,1855.677618
18/09/2017,1754.064024,1951.818441,1856.098515
19/09/2017,1754.312121,1951.093951,1857.92197
20/09/2017,1752.43362,1954.625323,1859.530085
21/09/2017,1752.268226,1950.089634,1856.794321
22/09/2017,1756.062837,1951.870969,1858.134895
23/09/2017,1755.67314,1952.634861,1860.636496
24/09/2017,1757.827045,1949.781274,1859.914056
25/09/2017,1755.767935,1951.922913,1861.331961
26/09/2017,1758.242298,1947.746919,1859.852542
27/09/2017,1755.999673,1946.01495,1859.95985
28/09/2017,1755.796946,1945.325398,1860.190989
29/09/2017,1760.517608,1943.511991,1862.201937
30/09/2017,1757.637136,1949.298728,1866.410431
01/10/2017,1754.258705,1952.839446,1864.795532
02/10/2017,1753.695851,1950.078659,1862.476445
03/10/2017,1750.851472,1954.394071,1862.895931
04/10/2017,1750.373236,1951.692294,1861.06335
05/10/2017,1747.671046,1948.40935,1863.088573
06/10/2017,1748.03345,1944.412289,1864.427176
07/10/2017,1746.690313,1944.928462,1862.631867
08/10/2017,1739.59034,1943.339816,1859.728985
09/10/2017,1741.335895,1935.816303,1857.656787
10/10/2017,1739.505225,1937.363259,1857.820636
11/10/2017,1740.506934,1932.258844,1855.135317
12/10/2017,1742.697694,1929.453426,1856.845744
13/10/2017,1738.425485,1928.119479,1855.247918
14/10/2017,1737.31997,1924.172767,1852.897678
15/10/2017,1732.604379,1924.968192,1852.861422
16/10/2017,1733.713953,1919.28201,1848.308891
17/10/2017,1733.072452,1918.430444,1849.093795
18/10/2017,1735.694677,1916.305361,1849.810498
19/10/2017,1733.972557,1916.659575,1849.640132
20/10/2017,1732.108753,1916.190214,1849.951393
21/10/2017,1732.932859,1915.203651,1847.920446
22/10/2017,1731.094532,1913.931484,1846.494852
23/10/2017,1729.911572,1911.043261,1842.75084
24/10/2017,1727.192063,1907.698378,1838.168844
25/10/2017,1721.148333,1906.703173,1832.407971
26/10/2017,1719.728961,1905.075548,1828.015956
27/10/2017,1718.974623,1902.960199,1829.889698
28/10/2017,1713.86032,1897.933697,1830.822902
29/10/2017,1708.303822,1893.781369,1828.03718
30/10/2017,1702.60478,1887.412854,1826.639633
31/10/2017,1698.541018,1884.746338,1823.823733
01/11/2017,1699.996916,1882.959174,1820.584459
02/11/2017,1701.196453,1887.070464,1822.817233
03/11/2017,1702.79833,1888.026155,1823.24728
04/11/2017,1701.365947,1886.430143,1827.388279
05/11/2017,1700.529916,1883.442814,1825.896989
06/11/2017,1698.032938,1882.176068,1824.484538
07/11/2017,1696.022699,1878.739972,1824.106532
08/11/2017,1694.562398,1873.907883,1824.578011
09/11/2017,1694.984224,1875.435605,1821.808418
10/11/2017,1699.162355,1876.849388,1822.440057
11/11/2017,1693.768915,1877.897184,1824.401291
12/11/2017,1687.314774,1874.105714,1818.859795
13/11/2017,1690.712083,1865.978574,1818.49789
14/11/2017,1688.00072,1868.122859,1820.145173
15/11/2017,1684.596922,1865.881026,1816.922716
16/11/2017,1682.462309,1862.055398,1813.781876
17/11/2017,1681.430104,1863.188013,1808.501868
18/11/2017,1675.851195,1862.925687,1808.679482
19/11/2017,1675.087564,1862.743631,1807.480155
20/11/2017,1673.909257,1861.147294,1805.808255
21/11/2017,1670.243245,1855.650574,1799.72605
22/11/2017,1666.831439,1852.981447,1796.429873
23/11/2017,1664.161466,1853.161109,1790.369106
24/11/2017,1663.364891,1851.040152,1790.242691
25/11/2017,1663.650212,1850.135728,1786.866566
26/11/2017,1661.972937,1851.748912,1786.470071
27/11/2017,1656.386905,1848.214894,1785.717776
28/11/2017,1656.404478,1844.945563,1780.398825
29/11/2017,1659.753904,1847.107791,1777.563664
30/11/2017,1654.699048,1848.142228,1776.581117
01/12/2017,1651.263279,1844.732444,1770.481377
02/12/2017,1652.803064,1843.452356,1768.70732
03/12/2017,1649.500099,1845.85627,1773.253978
04/12/2017,1648.619782,1846.446419,1767.970108
05/12/2017,1651.248282,1844.015648,1767.976609
06/12/2017,1650.064328,1845.254786,1769.796658
07/12/2017,1651.215838,1844.049904,1764.504938
08/12/2017,1648.745341,1843.799614,1763.412877
09/12/2017,1646.275238,1842.697161,1761.701191
10/12/2017,1643.841347,1838.988252,1762.363403
11/12/2017,1639.018022,1837.301948,1758.721134
12/12/2017,1633.449216,1832.164404,1756.96538
13/12/2017,1630.295505,1827.094142,1751.788819
14/12/2017,1629.694666,1823.007121,1748.137567
15/12/2017,1629.434993,1824.208734,1748.312755
16/12/2017,1627.869805,1821.986402,1748.354995
17/12/2017,1630.099404,1822.371035,1748.642341
18/12/2017,1630.128188,1826.257645,1748.247741
19/12/2017,1630.134332,1825.122295,1747.450104
20/12/2017,1632.921023,1824.73722,1749.939042
21/12/2017,1634.410357,1824.814202,1751.366901
22/12/2017,1631.316907,1824.5711,1752.23897
23/12/2017,1631.682816,1821.704527,1749.121841
24/12/2017,1631.793625,1821.351071,1747.261259
25/12/2017,1631.945695,1822.464025,1747.677072
26/12/2017,1631.343971,1819.995958,1744.447881
27/12/2017,1634.786894,1818.158628,1743.652851
28/12/2017,1633.563887,1819.030837,1743.393769
29/12/2017,1629.376755,1818.817075,1742.861585
30/12/2017,1624.215857,1812.42119,1741.26967
31/12/2017,1625.619069,1806.953671,1740.304578
01/01/2018,1625.873402,1808.923166,1742.37783
02/01/2018,1625.342039,1811.470578,1745.244736
03/01/2018,1626.017289,1807.518622,1744.035038
04/01/2018,1624.662672,1806.101556,1745.888765
05/01/2018,1627.029728,1801.997772,1744.847353
06/01/2018,1628.35441,1803.6891,1747.925009
07/01/2018,1629.536832,1804.000285,1746.54883
08/01/2018,1633.625703,1808.162518,1748.31926
09/01/2018,1640.831735,1813.09235,1752.46158
10/01/2018,1642.275444,1821.354978,1755.856826
11/01/2018,1643.083118,1824.48053,1754.935512
12/01/2018,1647.16368,1825.010583,1756.28841
13/01/2018,1647.37904,1827.359652,1758.127436
14/01/2018,1649.656692,1826.026454,1760.461991
15/01/2018,1648.970163,1827.803579,1764.393643
16/01/2018,1646.620171,1825.354703,1764.420811
17/01/2018,1649.348261,1825.261676,1764.502931
18/01/2018,1648.801598,1828.009189,1766.821208
19/01/2018,1652.253265,1830.267897,1768.223876
20/01/2018,1651.187476,1833.313744,1770.483485
21/01/2018,1651.805693,1830.778562,1768.897986
22/01/2018,1649.640799,1833.047108,1768.905646
23/01/2018,1650.840908,1831.398849,1770.843223
24/01/2018,1648.148553,1832.037547,1769.6932
25/01/2018,1650.498645,1829.486504,1764.748013
26/01/2018,1655.016248,1827.2461,1766.94203
27/01/2018,1654.003496,1834.112912,1769.842089
28/01/2018,1658.152901,1835.130036,1768.520429
29/01/2018,1656.748282,1838.075251,1771.53937
30/01/2018,1660.665519,1838.736779,1772.925627
31/01/2018,1662.586611,1844.643224,1775.328209
01/02/2018,1663.213134,1848.350688,1777.066202
02/02/2018,1663.851517,1849.546048,1778.24739
03/02/2018,1661.476979,1851.16555,1778.287998
04/02/2018,1669.338919,1850.98649,1779.22562
05/02/2018,1671.392815,1858.048058,1783.395398
06/02/2018,1672.494571,1862.632799,1779.620105
07/02/2018,1678.341012,1866.009942,1779.523909
08/02/2018,1683.657267,1871.72362,1781.695933
09/02/2018,1684.023987,1873.957474,1785.820961
10/02/2018,1678.777201,1872.333195,1783.78571
11/02/2018,1680.168257,1868.098343,1783.016111
12/02/2018,1682.411388,1869.173486,1785.575849
13/02/2018,1681.522832,1868.380722,1788.701112
14/02/2018,1687.335295,1867.108042,1785.970707
15/02/2018,1686.655803,1871.193432,1791.895184
16/02/2018,1690.815092,1869.761115,1795.286899
17/02/2018,1690.25977,1874.460845,1798.69382
18/02/2018,1692.382284,1877.655614,1800.230704
19/02/2018,1692.789049,1879.299152,1803.188344
20/02/2018,1696.9772,1880.410914,1806.411125
21/02/2018,1700.03199,1883.1647,1810.261664
22/02/2018,1700.771633,1885.243075,1810.782328
23/02/2018,1700.649452,1883.77858,1810.67331
24/02/2018,1705.10311,1884.386135,1811.501979
25/02/2018,1706.903617,1887.842292,1819.64718
26/02/2018,1710.793031,1888.378066,1824.001689
27/02/2018,1709.586372,1893.218211,1826.159149
28/02/2018,1713.293011,1894.088112,1827.337842
01/03/2018,1717.446176,1896.644833,1832.330452
02/03/2018,1716.621572,1899.837816,1833.103573
03/03/2018,1716.779665,1898.779092,1833.663565
04/03/2018,1712.334361,1898.279186,1833.560109
05/03/2018,1711.824177,1893.033849,1830.470678
06/03/2018,1708.63033,1891.725251,1832.764893
07/03/2018,1707.549388,1886.577925,1829.679611
08/03/2018,1710.592213,1886.088474,1830.06348
09/03/2018,1711.644521,1889.144732,1832.408795
10/03/2018,1715.058486,1888.965422,1835.094934
11/03/2018,1716.676177,1890.031502,1836.758594
12/03/2018,1717.90488,1892.244022,1841.007783
13/03/2018,1723.750622,1893.633078,1841.677066
14/03/2018,1723.139636,1898.652792,1845.181613
15/03/2018,1723.87433,1901.115191,1842.768163
16/03/2018,1727.582772,1903.67968,1841.617707
17/03/2018,1727.274667,1905.74287,1844.495216
18/03/2018,1727.88731,1906.698255,1846.487596
19/03/2018,1726.089568,1906.974107,1846.284048
20/03/2018,1726.75,1905.258836,1848.474306
21/03/2018,1729.98255,1907.410101,1846.329686
22/03/2018,1729.553546,1908.536273,1850.985026
23/03/2018,1736.10426,1906.384336,1854.311353
24/03/2018,1737.887475,1913.431816,1858.431358
25/03/2018,1740.128142,1915.746861,1859.435173
26/03/2018,1742.211872,1915.295817,1861.774525
27/03/2018,1745.86136,1916.219031,1861.511386
28/03/2018,1748.133311,1919.074339,1862.520289
29/03/2018,1749.232639,1916.938074,1864.782442
30/03/2018,1750.915584,1916.125897,1869.110004
31/03/2018,1751.430834,1919.374984,1873.608744
01/04/2018,1751.954658,1919.885272,1874.069201
02/04/2018,1751.450234,1921.820159,1877.959445
03/04/2018,1747.010219,1922.248642,1882.123756
04/04/2018,1745.901097,1922.087221,1879.557872
05/04/2018,1745.748142,1920.631628,1876.611128
06/04/2018,1747.38941,1922.466976,1876.511009
07/04/2018,1748.733732,1924.945033,1877.398074
08/04/2018,1751.999186,1925.681476,1876.46853
09/04/2018,1752.106299,1926.043767,1879.039289
10/04/2018,1757.628463,1927.281146,1877.879948
11/04/2018,1761.796221,1930.842711,1883.913171
12/04/2018,1765.110592,1932.528365,1885.589784
13/04/2018,1760.031513,1936.24164,1884.135682
14/04/2018,1764.878505,1930.979853,1881.399045
15/04/2018,1767.17972,1932.816323,1884.785075
16/04/2018,1767.167416,1932.920451,1885.466765
17/04/2018,1764.133213,1935.133922,1887.012701
18/04/2018,1769.858953,1937.197853,1885.983623
19/04/2018,1766.334034,1942.448433,1891.021456
20/04/2018,1764.104502,1943.427149,1888.374162
21/04/2018,1768.799045,1942.88319,1888.345397
22/04/2018,1771.433065,1949.96774,1890.730267
23/04/2018,1775.102195,1952.648525,1892.0606
24/04/2018,1772.623535,1955.042753,1894.871427
25/04/2018,1777.672583,1952.111856,1894.946975
26/04/2018,1773.299522,1959.850972,1897.684222
27/04/2018,1772.260234,1961.570547,1893.884324
28/04/2018,1773.537105,1961.589604,1890.989615
29/04/2018,1777.744592,1961.03075,1891.552363
30/04/2018,1781.470941,1966.038417,1894.231195
01/05/2018,1778.174085,1964.812334,1901.503283
02/05/2018,1779.406171,1963.859186,1897.677415
03/05/2018,1780.881756,1961.0448,1900.264754
04/05/2018,1784.142082,1962.215065,1904.033557
05/05/2018,1784.283386,1965.747092,1907.896165
06/05/2018,1786.387559,1966.713344,1908.173838
07/05/2018,1790.883411,1968.671228,1909.425972
08/05/2018,1790.782675,1973.312069,1912.934033
09/05/2018,1791.706997,1972.769308,1915.903453
10/05/2018,1786.121181,1977.70154,1915.49764
11/05/2018,1785.987244,1974.621031,1909.061556
12/05/2018,1783.058231,1978.28562,1909.019203
13/05/2018,1780.02279,1976.950306,1907.958716
14/05/2018,1779.660035,1975.535404,1907.542823
15/05/2018,1785.114539,1977.999998,1907.098413
16/05/2018,1787.718046,1981.339716,1909.036981
17/05/2018,1789.906906,1977.076042,1908.179802
18/05/2018,1792.744104,1979.122612,1910.903106
19/05/2018,1793.930517,1979.952405,1912.006049
20/05/2018,1796.815777,1984.245988,1913.645346
21/05/2018,1799.10489,1986.725728,1915.283527
22/05/2018,1799.596523,1988.02758,1919.259821
23/05/2018,1801.116809,1989.041068,1920.109547
24/05/2018,1805.607136,1989.419506,1923.326989
25/05/2018,1801.849162,1992.147921,1926.808016
26/05/2018,1806.597627,1991.647744,1920.200049
27/05/2018,1805.108753,1994.626914,1925.920467
28/05/2018,1806.77292,1991.157237,1926.630351
29/05/2018,1809.552991,1990.517681,1930.7968
30/05/2018,1812.968444,1990.800425,1931.363537
31/05/2018,1817.125476,1992.966429,1934.501956
01/06/2018,1818.484451,1996.526014,1936.378023
02/06/2018,1818.687879,1999.31727,1936.536488
03/06/2018,1816.675511,2000.966523,1938.848905
04/06/2018,1811.73297,2000.926729,1938.350315
05/06/2018,1812.395521,1997.063424,1937.73281
06/06/2018,1811.859126,2000.495776,1938.936833
07/06/2018,1810.041257,2000.76312,1943.273672
08/06/2018,1811.777642,1997.238746,1944.212127
09/06/2018,1810.987417,1996.804568,1943.912078
10/06/2018,1808.830326,1993.266254,1944.149807
11/06/2018,1806.754244,1994.482368,1946.077805
12/06/2018,1803.304273,1991.220631,1944.246979
13/06/2018,1805.845884,1988.048682,1939.972366
14/06/2018,1806.220413,1988.592508,1940.590583
15/06/2018,1808.758305,1987.59228,1938.795215
16/06/2018,1807.224277,1994.001403,1941.524437
17/06/2018,1809.205728,1992.874812,1940.718068
18/06/2018,1815.056123,1998.378572,1942.906405
19/06/2018,1815.737359,2003.088468,1943.312853
20/06/2018,1820.146722,1998.346438,1945.778428
21/06/2018,1817.390745,1998.259006,1949.627874
22/06/2018,1820.200458,1998.694134,1947.622694
23/06/2018,1820.330906,2002.571736,1946.917761
24/06/2018,1818.780942,2005.464853,1946.596944
25/06/2018,1820.670291,2004.108274,1946.559425
26/06/2018,1821.44064,2006.95521,1949.803752
27/06/2018,1820.508813,2007.420634,1951.680874
28/06/2018,1821.140556,2005.499508,1952.570934
29/06/2018,1815.805036,2007.674994,1953.9062
30/06/2018,1812.487416,2000.584549,1949.181662
01/07/2018,1812.722514,1998.483982,1946.524379
02/07/2018,1811.399409,1998.525031,1945.790088
03/07/2018,1810.611497,1999.260394,1943.180933
04/07/2018,1804.240299,2000.877357,1941.806146
05/07/2018,1800.15924,1995.720078,1938.75453
06/07/2018,1795.424874,1992.316153,1934.86077
07/07/2018,1792.118256,1987.542146,1931.609348
08/07/2018,1793.44724,1982.7583,1930.637574
09/07/2018,1792.045151,1982.048051,1934.556689
10/07/2018,1793.422176,1977.379144,1933.948357
11/07/2018,1794.473746,1979.608368,1933.461462
